Query	Hit_type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
fig|470.7683.peg.1002	specific	395092	44	388	1.42674e-52	178.851	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.7672.peg.3251	specific	395092	44	388	1.42674e-52	178.851	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.7664.peg.2330	specific	395092	44	388	1.42674e-52	178.851	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.7657.peg.2421	specific	395092	44	388	1.42674e-52	178.851	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.7647.peg.2194	specific	395092	44	388	1.42674e-52	178.851	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.7638.peg.2944	specific	395092	44	388	1.42674e-52	178.851	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.7623.peg.2658	specific	395092	44	388	1.42674e-52	178.851	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.7616.peg.637	specific	395092	44	388	2.17657e-52	178.466	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.7609.peg.1083	specific	395092	44	388	1.42674e-52	178.851	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.7601.peg.1669	specific	395092	44	388	2.52327e-52	178.466	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.7593.peg.2188	specific	395092	44	388	1.42674e-52	178.851	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.7585.peg.1498	specific	395092	44	388	2.66004e-52	178.08	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.7573.peg.2434	specific	395092	44	388	3.18292e-52	178.08	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.7565.peg.161	specific	395092	44	388	2.66004e-52	178.08	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.7557.peg.2198	specific	395092	44	388	1.42674e-52	178.851	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.7549.peg.3211	specific	395092	44	388	1.42674e-52	178.851	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.7542.peg.1891	specific	395092	44	388	1.50409e-52	178.851	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.7536.peg.2574	specific	395092	44	388	1.42674e-52	178.851	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.7528.peg.1683	specific	395092	44	388	2.41894e-52	178.466	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.7520.peg.2629	specific	395092	44	388	1.42674e-52	178.851	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.7511.peg.1798	specific	395092	44	388	2.66004e-52	178.08	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.7500.peg.3034	specific	395092	44	388	1.42674e-52	178.851	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.7493.peg.2928	specific	395092	44	388	1.42674e-52	178.851	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.7487.peg.2626	specific	395092	44	388	1.42674e-52	178.851	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.7481.peg.2047	specific	395092	44	388	1.42674e-52	178.851	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.7473.peg.1368	specific	395092	44	388	2.66004e-52	178.08	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.7463.peg.1220	specific	395092	44	388	1.42674e-52	178.851	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.7455.peg.2553	specific	395092	44	388	1.42674e-52	178.851	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.7446.peg.370	specific	395092	44	388	2.66004e-52	178.08	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.7433.peg.2071	specific	395092	44	388	3.28532e-52	178.08	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.7425.peg.893	specific	395092	44	388	1.42674e-52	178.851	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.7417.peg.2614	specific	395092	44	388	5.5491e-51	174.614	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.7390.peg.260	specific	395092	44	388	2.66004e-52	178.08	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.7374.peg.405	specific	395092	44	388	2.66004e-52	178.08	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.7368.peg.187	specific	395092	44	388	2.66004e-52	178.08	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.7360.peg.77	specific	395092	44	388	2.66004e-52	178.08	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.7351.peg.186	specific	395092	44	388	2.66004e-52	178.08	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.7342.peg.2276	specific	395092	44	388	2.66004e-52	178.08	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.4881.peg.2869|C7R87_2879	specific	395092	44	388	2.66004e-52	178.08	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.4701.peg.2899|AM435_15530	specific	395092	44	388	2.66004e-52	178.08	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.1559.peg.2290|ASM31_11375	specific	395092	44	388	2.41894e-52	178.466	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.1553.peg.731|AR269_03640	specific	395092	44	388	2.41894e-52	178.466	pfam00144	Beta-lactamase	 - 	cl21491
fig|470.1359.peg.732|MRSN16897_03635	specific	395092	44	388	2.41894e-52	178.466	pfam00144	Beta-lactamase	 - 	cl21491
fig|299767.75.peg.1118	specific	395092	102	401	1.81375e-35	133.397	pfam00144	Beta-lactamase	 - 	cl21491
fig|1812935.112.peg.4049	specific	395092	103	401	2.15342e-38	141.486	pfam00144	Beta-lactamase	 - 	cl21491
fig|550.2161.peg.1565	specific	395092	101	400	5.16371e-36	134.938	pfam00144	Beta-lactamase	 - 	cl21491
fig|550.2154.peg.469	specific	395092	101	400	5.16371e-36	134.938	pfam00144	Beta-lactamase	 - 	cl21491
fig|550.2146.peg.1612	specific	395092	101	400	6.84445e-37	137.249	pfam00144	Beta-lactamase	 - 	cl21491
fig|550.2136.peg.2077	specific	395092	101	400	6.84445e-37	137.249	pfam00144	Beta-lactamase	 - 	cl21491
fig|550.2128.peg.3831	specific	395092	101	400	1.52869e-35	133.782	pfam00144	Beta-lactamase	 - 	cl21491
fig|550.2117.peg.1718	specific	395092	101	400	8.84761e-37	136.864	pfam00144	Beta-lactamase	 - 	cl21491
fig|550.1584.peg.3589|CSB67_3645	specific	395092	101	400	1.78225e-35	133.397	pfam00144	Beta-lactamase	 - 	cl21491
fig|550.1145.peg.1305|AM383_07050	specific	395092	101	400	5.16371e-36	134.938	pfam00144	Beta-lactamase	 - 	cl21491
fig|2777962.3.peg.1158	specific	395092	101	400	4.38289e-36	134.938	pfam00144	Beta-lactamase	 - 	cl21491
fig|158836.924.peg.579	specific	395092	101	400	2.57865e-37	138.405	pfam00144	Beta-lactamase	 - 	cl21491
fig|72407.1440.peg.3457|KpUFPRA3_03349	specific	395092	98	418	2.56203e-34	130.316	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.9724.peg.4442|AM477_23185	specific	395092	98	418	5.85157e-34	129.16	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.7031.peg.2775	specific	395092	98	418	2.43386e-33	127.619	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.7025.peg.3032	specific	395092	98	418	3.44388e-34	129.93	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.41327.peg.283|LI269_01420	specific	395092	98	418	2.56203e-34	130.316	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.32135.peg.4109|E4W36_05355	specific	395092	98	418	2.75167e-34	130.316	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.31036.peg.1453|E4W51_00680	specific	395092	98	418	3.93205e-34	129.93	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.31029.peg.866|E4W53_15185	specific	395092	98	418	3.14185e-34	129.93	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.27948.peg.3811|F3Y21_18955	specific	395092	98	418	2.53602e-34	130.316	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.24397.peg.874	specific	395092	98	418	2.24378e-34	130.316	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.24332.peg.1567	specific	395092	98	418	2.53602e-34	130.316	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.24296.peg.153	specific	395092	98	418	8.23989e-33	126.078	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.24279.peg.2305	specific	395092	98	418	2.53602e-34	130.316	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.24256.peg.926	specific	395092	98	418	2.24378e-34	130.316	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.20062.peg.3300|AM454_16315	specific	395092	98	418	2.02611e-34	130.701	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.18543.peg.4451|AM387_22225	specific	395092	98	418	2.27452e-35	133.012	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.18088.peg.4320|AM458_21450	specific	395092	98	418	2.24378e-34	130.316	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.17914.peg.3751|CSC00_3878	specific	395092	98	418	5.85157e-34	129.16	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.15044.peg.4249|AM426_22035	specific	395092	98	418	5.85157e-34	129.16	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.14543.peg.800	specific	395092	98	418	2.53602e-34	130.316	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.14534.peg.1448	specific	395092	98	418	2.02611e-34	130.701	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.14527.peg.2538	specific	395092	98	397	1.33527e-33	128.39	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.14519.peg.2034	specific	395092	98	418	2.53602e-34	130.316	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.14511.peg.801	specific	395092	98	418	2.02611e-34	130.701	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.14503.peg.800	specific	395092	98	418	2.02611e-34	130.701	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.14492.peg.561	specific	395092	98	418	2.24378e-34	130.316	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.14486.peg.912	specific	395092	98	418	2.24378e-34	130.316	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.14473.peg.1216	specific	395092	98	418	2.24378e-34	130.316	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.14466.peg.551	specific	395092	98	418	5.85157e-34	129.16	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.14458.peg.1058	specific	395092	98	418	2.24378e-34	130.316	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.14445.peg.442	specific	395092	98	418	2.86627e-34	129.93	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.14435.peg.136	specific	395092	98	418	2.5883e-34	130.316	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.14423.peg.831	specific	395092	98	418	2.53602e-34	130.316	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.14417.peg.1489	specific	395092	98	418	2.24378e-34	130.316	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.14403.peg.845	specific	395092	98	418	2.53602e-34	130.316	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.14391.peg.1547	specific	395092	98	418	2.53602e-34	130.316	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.14372.peg.559	specific	395092	98	418	9.16118e-34	128.775	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.14358.peg.1517	specific	395092	98	418	2.24378e-34	130.316	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.14341.peg.800	specific	395092	98	418	2.02611e-34	130.701	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.14334.peg.2805	specific	395092	98	418	2.53602e-34	130.316	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.14323.peg.2175	specific	395092	98	418	5.85157e-34	129.16	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.14309.peg.3389	specific	395092	98	418	2.83718e-34	130.316	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.14301.peg.2568	specific	395092	98	418	2.24378e-34	130.316	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.14287.peg.5309	specific	395092	98	418	2.53602e-34	130.316	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.14275.peg.2732	specific	395092	98	418	2.53602e-34	130.316	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.14262.peg.569	specific	395092	98	418	2.24378e-34	130.316	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.14249.peg.2011	specific	395092	98	418	2.53602e-34	130.316	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.14229.peg.294	specific	395092	98	418	3.93205e-34	129.93	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.14214.peg.3939	specific	395092	98	418	2.24378e-34	130.316	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.14207.peg.1595	specific	395092	98	418	2.24378e-34	130.316	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.14198.peg.484	specific	395092	98	418	2.53602e-34	130.316	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.14187.peg.1681	specific	395092	98	418	2.24378e-34	130.316	pfam00144	Beta-lactamase	 - 	cl21491
fig|573.14170.peg.3184	specific	395092	98	418	3.59771e-36	135.323	pfam00144	Beta-lactamase	 - 	cl21491
