Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1 - >AIM-1_class_B	specific	425851	53	250	3.22174e-22	91.6613	pfam00753	Lactamase_B	 - 	cl23716
Q#1 - >AIM-1_class_B	specific	223565	39	193	2.60445e-18	82.536	COG0491	GloB	C	cl33908
Q#1 - >AIM-1_class_B	superfamily	223565	39	193	2.60445e-18	82.536	cl33908	GloB superfamily	C	 - 
Q#1 - >AIM-1_class_B	non-specific	293812	58	250	3.82327e-17	78.3033	cd07726	ST1585-like_MBL-fold	 - 	cl23716
Q#1 - >AIM-1_class_B	non-specific	293806	8	185	7.7789e-15	72.5813	cd07720	OPHC2-like_MBL-fold	C	cl23716
Q#1 - >AIM-1_class_B	non-specific	293815	58	188	7.69579e-14	69.5507	cd07729	AHL_lactonase_MBL-fold	C	cl23716
Q#1 - >AIM-1_class_B	non-specific	293836	49	246	2.4645e-13	67.1313	cd16278	metallo-hydrolase-like_MBL-fold	 - 	cl23716
Q#1 - >AIM-1_class_B	non-specific	293834	49	264	3.59029e-13	66.4542	cd16276	metallo-hydrolase-like_MBL-fold	 - 	cl23716
Q#1 - >AIM-1_class_B	non-specific	293799	57	172	4.32526e-13	68.0322	cd07713	DHPS-like_MBL-fold	C	cl23716
Q#1 - >AIM-1_class_B	non-specific	293840	51	247	1.91448e-12	64.8944	cd16282	metallo-hydrolase-like_MBL-fold	 - 	cl23716
Q#1 - >AIM-1_class_B	non-specific	293811	58	250	8.71349e-12	62.7012	cd07725	TTHA1429-like_MBL-fold	 - 	cl23716
Q#1 - >AIM-1_class_B	non-specific	293833	69	188	2.15611e-11	61.3988	cd16275	BaeB-like_MBL-fold	C	cl23716
Q#1 - >AIM-1_class_B	non-specific	293797	52	188	2.96737e-11	61.4474	cd07711	MBLAC1-like_MBL-fold	C	cl23716
Q#1 - >AIM-1_class_B	non-specific	293877	53	185	6.13095e-11	60.8257	cd16322	TTHA1623-like_MBL-fold	C	cl23716
Q#1 - >AIM-1_class_B	non-specific	293829	50	250	1.1381e-10	59.8514	cd07743	metallo-hydrolase-like_MBL-fold	 - 	cl23716
Q#1 - >AIM-1_class_B	non-specific	293809	61	185	1.18404e-10	59.0108	cd07723	hydroxyacylglutathione_hydrolase_MBL-fold	C	cl23716
Q#1 - >AIM-1_class_B	non-specific	224158	57	135	2.59666e-10	59.7183	COG1237	COG1237	C	cl43363
Q#1 - >AIM-1_class_B	superfamily	224158	57	135	2.59666e-10	59.7183	cl43363	COG1237 superfamily	C	 - 
Q#1 - >AIM-1_class_B	non-specific	293828	61	185	1.03911e-09	57.6344	cd07742	metallo-hydrolase-like_MBL-fold	C	cl23716
Q#1 - >AIM-1_class_B	non-specific	293802	59	178	2.42329e-09	55.5261	cd07716	RNaseZ_short-form-like_MBL-fold	C	cl23716
Q#1 - >AIM-1_class_B	non-specific	432732	70	182	7.13258e-09	54.6231	pfam12706	Lactamase_B_2	C	cl23716
Q#1 - >AIM-1_class_B	non-specific	293837	59	177	7.53385e-09	54.4022	cd16279	metallo-hydrolase-like_MBL-fold	C	cl23716
Q#1 - >AIM-1_class_B	non-specific	293835	57	188	3.48618e-08	52.9101	cd16277	metallo-hydrolase-like_MBL-fold	C	cl23716
Q#1 - >AIM-1_class_B	non-specific	293816	69	185	5.27169e-08	52.6557	cd07730	metallo-hydrolase-like_MBL-fold	NC	cl23716
Q#1 - >AIM-1_class_B	non-specific	293810	64	191	6.61108e-08	51.2462	cd07724	POD-like_MBL-fold	C	cl23716
Q#1 - >AIM-1_class_B	non-specific	224157	57	198	8.55096e-08	52.8102	COG1236	YSH1	C	cl34201
Q#1 - >AIM-1_class_B	superfamily	224157	57	198	8.55096e-08	52.8102	cl34201	YSH1 superfamily	C	 - 
Q#1 - >AIM-1_class_B	non-specific	293819	54	151	1.21348e-07	50.3394	cd07733	YycJ-like_MBL-fold	C	cl23716
Q#1 - >AIM-1_class_B	non-specific	293839	60	128	1.63019e-07	51.3418	cd16281	metallo-hydrolase-like_MBL-fold	C	cl23716
Q#1 - >AIM-1_class_B	non-specific	293813	49	192	1.68467e-07	50.2717	cd07727	YmaE-like_MBL-fold	C	cl23716
Q#1 - >AIM-1_class_B	non-specific	293795	70	250	2.01977e-07	50.9486	cd07709	flavodiiron_proteins_MBL-fold	 - 	cl23716
Q#1 - >AIM-1_class_B	non-specific	293820	57	189	3.19894e-07	49.6368	cd07734	Int9-11_CPSF2-3-like_MBL-fold	C	cl23716
Q#1 - >AIM-1_class_B	non-specific	293853	59	140	5.90805e-07	48.9945	cd16295	TTHA0252-CPSF-like_MBL-fold	C	cl23716
Q#1 - >AIM-1_class_B	non-specific	293823	81	186	9.60829e-07	48.3181	cd07737	YcbL-like_MBL-fold	C	cl23716
Q#1 - >AIM-1_class_B	non-specific	293798	70	186	1.06666e-06	48.0086	cd07712	MBLAC2-like_MBL-fold	C	cl23716
Q#1 - >AIM-1_class_B	non-specific	223668	47	177	1.25999e-06	49.5709	COG0595	RnjA	C	cl33967
Q#1 - >AIM-1_class_B	superfamily	223668	47	177	1.25999e-06	49.5709	cl33967	RnjA superfamily	C	 - 
Q#1 - >AIM-1_class_B	non-specific	293808	49	183	2.42603e-06	47.1428	cd07722	LACTB2-like_MBL-fold	C	cl23716
Q#1 - >AIM-1_class_B	non-specific	225212	60	169	5.08347e-06	46.946	COG2333	ComEC	C	cl28169
Q#1 - >AIM-1_class_B	superfamily	225212	60	169	5.08347e-06	46.946	cl28169	ComEC superfamily	C	 - 
Q#1 - >AIM-1_class_B	non-specific	224156	54	140	1.01617e-05	45.9058	COG1235	PhnP	C	cl34200
Q#1 - >AIM-1_class_B	superfamily	224156	54	140	1.01617e-05	45.9058	cl34200	PhnP superfamily	C	 - 
Q#1 - >AIM-1_class_B	non-specific	293805	57	116	1.53927e-05	44.8146	cd07719	arylsulfatase_AtsA-like_MBL-fold	C	cl23716
Q#1 - >AIM-1_class_B	non-specific	293830	59	121	1.75738e-05	44.5614	cd16272	RNaseZ_MBL-fold	C	cl23716
Q#1 - >AIM-1_class_B	non-specific	293826	55	188	2.6677e-05	44.1721	cd07740	metallo-hydrolase-like_MBL-fold	C	cl23716
Q#1 - >AIM-1_class_B	non-specific	179371	59	139	2.90671e-05	44.388	PRK02113	PRK02113	C	cl23716
Q#1 - >AIM-1_class_B	non-specific	293800	83	187	3.58716e-05	44.3196	cd07714	RNaseJ_MBL-fold	C	cl23716
Q#1 - >AIM-1_class_B	non-specific	234811	50	126	9.45978e-05	42.8762	PRK00685	PRK00685	C	cl23716
Q#1 - >AIM-1_class_B	non-specific	293817	60	119	0.000144082	41.7359	cd07731	ComA-like_MBL-fold	C	cl23716
Q#1 - >AIM-1_class_B	non-specific	224696	46	132	0.00021975	42.6911	COG1782	COG1782	NC	cl34358
Q#1 - >AIM-1_class_B	superfamily	224696	46	132	0.00021975	42.6911	cl34358	COG1782 superfamily	NC	 - 
Q#1 - >AIM-1_class_B	non-specific	293814	83	128	0.000482781	40.705	cd07728	YtnP-like_MBL-fold	NC	cl23716
Q#1 - >AIM-1_class_B	non-specific	236924	83	169	0.000658131	41.1321	PRK11539	PRK11539	N	cl23716
Q#1 - >AIM-1_class_B	non-specific	293796	62	136	0.000699147	40.1765	cd07710	arylsulfatase_Sdsa1-like_MBL-fold	C	cl23716
Q#1 - >AIM-1_class_B	non-specific	223503	70	135	0.00158817	39.5929	COG0426	NorV	C	cl33867
Q#1 - >AIM-1_class_B	superfamily	223503	70	135	0.00158817	39.5929	cl33867	NorV superfamily	C	 - 
Q#1 - >AIM-1_class_B	non-specific	293825	58	250	0.00352493	37.8667	cd07739	metallo-hydrolase-like_MBL-fold	 - 	cl23716
Q#1 - >AIM-1_class_B	non-specific	293818	54	177	0.00975968	36.4361	cd07732	metallo-hydrolase-like_MBL-fold	C	cl23716
Q#2 - >B-1_class_B	specific	293874	28	241	1.20715e-140	392.982	cd16316	BlaB-like_MBL-B1	 - 	cl23716
Q#2 - >B-1_class_B	superfamily	451500	28	241	1.20715e-140	392.982	cl23716	metallo-hydrolase-like_MBL-fold superfamily	 - 	 - 
Q#2 - >B-1_class_B	non-specific	293857	28	239	5.4913e-131	368.311	cd16299	IND_BlaB-like_MBL-B1	 - 	cl23716
Q#2 - >B-1_class_B	non-specific	293843	28	239	5.45136e-112	320.385	cd16285	MBL-B1	 - 	cl23716
Q#2 - >B-1_class_B	non-specific	293862	28	238	3.217e-83	247.583	cd16304	BcII-like_MBL-B1	 - 	cl23716
Q#2 - >B-1_class_B	non-specific	293876	28	241	3.28212e-80	239.943	cd16318	MUS_TUS_MBL-B1	 - 	cl23716
Q#2 - >B-1_class_B	non-specific	293875	27	240	1.13162e-76	231.06	cd16317	IND_MBL-B1	 - 	cl23716
Q#2 - >B-1_class_B	non-specific	293859	26	241	7.42336e-67	205.979	cd16301	IMP_DIM-like_MBL-B1	 - 	cl23716
Q#2 - >B-1_class_B	non-specific	293860	29	237	7.17105e-58	182.83	cd16302	CcrA-like_MBL-B1	 - 	cl23716
Q#2 - >B-1_class_B	non-specific	293793	28	238	2.15831e-56	179.662	cd07707	MBL-B1-B2-like	 - 	cl23716
Q#2 - >B-1_class_B	non-specific	293861	27	240	3.15204e-38	132.677	cd16303	VIM_type_MBL-B1	 - 	cl23716
Q#2 - >B-1_class_B	non-specific	293844	25	238	5.84915e-35	124.951	cd16286	SPM-1-like_MBL-B1-B2-like	 - 	cl23716
Q#2 - >B-1_class_B	non-specific	293858	28	237	1.49406e-32	117.999	cd16300	NDM_FIM-like_MBL-B1	 - 	cl23716
Q#2 - >B-1_class_B	specific	214854	54	222	5.00012e-25	97.239	smart00849	Lactamase_B	 - 	cl23716
Q#2 - >B-1_class_B	non-specific	293864	53	248	1.49299e-24	97.3263	cd16306	CphA_ImiS-like_MBL-B2	 - 	cl23716
Q#2 - >B-1_class_B	non-specific	293840	53	222	3.0975e-21	88.0064	cd16282	metallo-hydrolase-like_MBL-fold	 - 	cl23716
Q#2 - >B-1_class_B	non-specific	293845	54	248	6.99737e-20	84.7877	cd16287	CphS_ImiS-like_MBL-B2	 - 	cl23716
Q#2 - >B-1_class_B	non-specific	293834	36	176	1.02683e-19	83.403	cd16276	metallo-hydrolase-like_MBL-fold	C	cl23716
Q#2 - >B-1_class_B	non-specific	293863	56	241	1.20708e-17	78.885	cd16305	Sfh-1-like_MBL-B2	 - 	cl23716
Q#2 - >B-1_class_B	non-specific	293792	45	182	9.01351e-14	67.3109	cd06262	metallo-hydrolase-like_MBL-fold	C	cl23716
Q#2 - >B-1_class_B	specific	223565	51	224	9.30276e-12	62.8909	COG0491	GloB	 - 	cl33908
Q#2 - >B-1_class_B	superfamily	223565	51	224	9.30276e-12	62.8909	cl33908	GloB superfamily	 - 	 - 
Q#2 - >B-1_class_B	specific	425851	48	222	2.07135e-11	61.2305	pfam00753	Lactamase_B	 - 	cl23716
Q#2 - >B-1_class_B	non-specific	293809	54	180	1.80893e-07	49.3808	cd07723	hydroxyacylglutathione_hydrolase_MBL-fold	 - 	cl23716
Q#2 - >B-1_class_B	non-specific	293829	50	127	1.8289e-06	47.1398	cd07743	metallo-hydrolase-like_MBL-fold	C	cl23716
Q#2 - >B-1_class_B	non-specific	293796	29	222	2.05626e-05	44.4137	cd07710	arylsulfatase_Sdsa1-like_MBL-fold	 - 	cl23716
Q#2 - >B-1_class_B	non-specific	293808	45	181	0.000151231	41.3649	cd07722	LACTB2-like_MBL-fold	C	cl23716
Q#2 - >B-1_class_B	non-specific	223503	28	180	0.000274096	41.5189	COG0426	NorV	C	cl33867
Q#2 - >B-1_class_B	superfamily	223503	28	180	0.000274096	41.5189	cl33867	NorV superfamily	C	 - 
Q#2 - >B-1_class_B	non-specific	293833	53	163	0.000858716	39.0572	cd16275	BaeB-like_MBL-fold	C	cl23716
Q#2 - >B-1_class_B	non-specific	293798	65	179	0.00238623	37.6082	cd07712	MBLAC2-like_MBL-fold	C	cl23716
Q#2 - >B-1_class_B	non-specific	293825	42	179	0.00461705	37.0963	cd07739	metallo-hydrolase-like_MBL-fold	C	cl23716
Q#2 - >B-1_class_B	non-specific	293817	55	165	0.00810173	35.9579	cd07731	ComA-like_MBL-fold	C	cl23716
Q#3 - >B-2_class_B	specific	293874	28	241	6.74772e-139	388.36	cd16316	BlaB-like_MBL-B1	 - 	cl23716
Q#3 - >B-2_class_B	superfamily	451500	28	241	6.74772e-139	388.36	cl23716	metallo-hydrolase-like_MBL-fold superfamily	 - 	 - 
Q#3 - >B-2_class_B	non-specific	293857	28	239	1.31966e-130	367.54	cd16299	IND_BlaB-like_MBL-B1	 - 	cl23716
Q#3 - >B-2_class_B	non-specific	293843	28	239	9.89003e-110	314.607	cd16285	MBL-B1	 - 	cl23716
Q#3 - >B-2_class_B	non-specific	293862	28	238	1.97095e-82	245.272	cd16304	BcII-like_MBL-B1	 - 	cl23716
Q#3 - >B-2_class_B	non-specific	293876	28	241	8.20945e-80	238.787	cd16318	MUS_TUS_MBL-B1	 - 	cl23716
Q#3 - >B-2_class_B	non-specific	293875	33	240	2.95098e-75	227.593	cd16317	IND_MBL-B1	 - 	cl23716
Q#3 - >B-2_class_B	non-specific	293859	26	241	1.36319e-64	200.201	cd16301	IMP_DIM-like_MBL-B1	 - 	cl23716
Q#3 - >B-2_class_B	non-specific	293860	29	237	6.41669e-56	177.822	cd16302	CcrA-like_MBL-B1	 - 	cl23716
Q#3 - >B-2_class_B	non-specific	293793	28	238	3.992e-55	176.196	cd07707	MBL-B1-B2-like	 - 	cl23716
Q#3 - >B-2_class_B	non-specific	293861	27	222	8.45509e-38	131.522	cd16303	VIM_type_MBL-B1	 - 	cl23716
Q#3 - >B-2_class_B	non-specific	293844	51	238	4.98469e-34	122.64	cd16286	SPM-1-like_MBL-B1-B2-like	 - 	cl23716
Q#3 - >B-2_class_B	non-specific	293858	28	237	2.35818e-31	114.917	cd16300	NDM_FIM-like_MBL-B1	 - 	cl23716
Q#3 - >B-2_class_B	specific	214854	54	222	2.35901e-25	98.0094	smart00849	Lactamase_B	 - 	cl23716
Q#3 - >B-2_class_B	non-specific	293864	53	248	3.41359e-23	93.8595	cd16306	CphA_ImiS-like_MBL-B2	 - 	cl23716
Q#3 - >B-2_class_B	non-specific	293840	53	222	3.0975e-21	88.0064	cd16282	metallo-hydrolase-like_MBL-fold	 - 	cl23716
Q#3 - >B-2_class_B	non-specific	293834	36	176	7.20705e-20	83.7882	cd16276	metallo-hydrolase-like_MBL-fold	C	cl23716
Q#3 - >B-2_class_B	non-specific	293845	54	248	1.09301e-18	81.7061	cd16287	CphS_ImiS-like_MBL-B2	 - 	cl23716
Q#3 - >B-2_class_B	non-specific	293863	56	223	8.29839e-17	76.5738	cd16305	Sfh-1-like_MBL-B2	 - 	cl23716
Q#3 - >B-2_class_B	non-specific	293792	45	182	5.71259e-14	68.0813	cd06262	metallo-hydrolase-like_MBL-fold	C	cl23716
Q#3 - >B-2_class_B	specific	223565	51	224	9.30276e-12	62.8909	COG0491	GloB	 - 	cl33908
Q#3 - >B-2_class_B	superfamily	223565	51	224	9.30276e-12	62.8909	cl33908	GloB superfamily	 - 	 - 
Q#3 - >B-2_class_B	specific	425851	48	222	2.07135e-11	61.2305	pfam00753	Lactamase_B	 - 	cl23716
Q#3 - >B-2_class_B	non-specific	293809	54	180	1.34988e-07	49.766	cd07723	hydroxyacylglutathione_hydrolase_MBL-fold	 - 	cl23716
Q#3 - >B-2_class_B	non-specific	293829	50	127	1.60028e-06	47.1398	cd07743	metallo-hydrolase-like_MBL-fold	C	cl23716
Q#3 - >B-2_class_B	non-specific	293796	53	222	2.23575e-05	44.4137	cd07710	arylsulfatase_Sdsa1-like_MBL-fold	 - 	cl23716
Q#3 - >B-2_class_B	non-specific	293808	45	181	0.000151231	41.3649	cd07722	LACTB2-like_MBL-fold	C	cl23716
Q#3 - >B-2_class_B	non-specific	223503	28	180	0.000252635	41.5189	COG0426	NorV	C	cl33867
Q#3 - >B-2_class_B	superfamily	223503	28	180	0.000252635	41.5189	cl33867	NorV superfamily	C	 - 
Q#3 - >B-2_class_B	non-specific	293833	53	163	0.000665502	39.4424	cd16275	BaeB-like_MBL-fold	C	cl23716
Q#3 - >B-2_class_B	non-specific	293798	65	179	0.00209279	37.9934	cd07712	MBLAC2-like_MBL-fold	C	cl23716
Q#3 - >B-2_class_B	non-specific	293825	42	179	0.00461705	37.0963	cd07739	metallo-hydrolase-like_MBL-fold	C	cl23716
Q#3 - >B-2_class_B	non-specific	293817	55	165	0.00751752	36.3431	cd07731	ComA-like_MBL-fold	C	cl23716
Q#4 - >B-3_class_B	specific	293874	28	241	1.69469e-138	387.589	cd16316	BlaB-like_MBL-B1	 - 	cl23716
Q#4 - >B-3_class_B	superfamily	451500	28	241	1.69469e-138	387.589	cl23716	metallo-hydrolase-like_MBL-fold superfamily	 - 	 - 
Q#4 - >B-3_class_B	non-specific	293857	28	239	9.88249e-121	342.502	cd16299	IND_BlaB-like_MBL-B1	 - 	cl23716
Q#4 - >B-3_class_B	non-specific	293843	28	238	5.90389e-104	299.969	cd16285	MBL-B1	 - 	cl23716
Q#4 - >B-3_class_B	non-specific	293862	28	239	2.50612e-82	245.272	cd16304	BcII-like_MBL-B1	 - 	cl23716
Q#4 - >B-3_class_B	non-specific	293876	28	241	3.41914e-75	227.231	cd16318	MUS_TUS_MBL-B1	 - 	cl23716
Q#4 - >B-3_class_B	non-specific	293875	33	240	1.05219e-72	221.044	cd16317	IND_MBL-B1	 - 	cl23716
Q#4 - >B-3_class_B	non-specific	293859	26	241	6.86859e-65	200.971	cd16301	IMP_DIM-like_MBL-B1	 - 	cl23716
Q#4 - >B-3_class_B	non-specific	293860	29	237	1.22083e-57	182.444	cd16302	CcrA-like_MBL-B1	 - 	cl23716
Q#4 - >B-3_class_B	non-specific	293793	28	238	1.35366e-56	180.048	cd07707	MBL-B1-B2-like	 - 	cl23716
Q#4 - >B-3_class_B	non-specific	293861	27	222	8.11388e-37	129.211	cd16303	VIM_type_MBL-B1	 - 	cl23716
Q#4 - >B-3_class_B	non-specific	293844	51	238	3.50705e-34	123.025	cd16286	SPM-1-like_MBL-B1-B2-like	 - 	cl23716
Q#4 - >B-3_class_B	non-specific	293858	28	237	5.60094e-33	119.154	cd16300	NDM_FIM-like_MBL-B1	 - 	cl23716
Q#4 - >B-3_class_B	non-specific	293864	53	248	6.25709e-26	100.793	cd16306	CphA_ImiS-like_MBL-B2	 - 	cl23716
Q#4 - >B-3_class_B	specific	214854	54	222	2.82401e-25	98.0094	smart00849	Lactamase_B	 - 	cl23716
Q#4 - >B-3_class_B	non-specific	293840	53	222	4.20908e-24	95.7104	cd16282	metallo-hydrolase-like_MBL-fold	 - 	cl23716
Q#4 - >B-3_class_B	non-specific	293845	54	248	1.03398e-20	87.0989	cd16287	CphS_ImiS-like_MBL-B2	 - 	cl23716
Q#4 - >B-3_class_B	non-specific	293834	36	222	1.25135e-19	83.403	cd16276	metallo-hydrolase-like_MBL-fold	 - 	cl23716
Q#4 - >B-3_class_B	non-specific	293863	54	241	2.82135e-18	80.4258	cd16305	Sfh-1-like_MBL-B2	 - 	cl23716
Q#4 - >B-3_class_B	non-specific	293792	45	222	2.38497e-15	71.9333	cd06262	metallo-hydrolase-like_MBL-fold	 - 	cl23716
Q#4 - >B-3_class_B	specific	425851	48	222	8.81828e-14	67.7789	pfam00753	Lactamase_B	 - 	cl23716
Q#4 - >B-3_class_B	specific	223565	56	224	2.9461e-13	67.1281	COG0491	GloB	 - 	cl33908
Q#4 - >B-3_class_B	superfamily	223565	56	224	2.9461e-13	67.1281	cl33908	GloB superfamily	 - 	 - 
Q#4 - >B-3_class_B	non-specific	293809	54	180	2.97953e-09	54.3884	cd07723	hydroxyacylglutathione_hydrolase_MBL-fold	 - 	cl23716
Q#4 - >B-3_class_B	non-specific	293807	54	222	5.16353e-08	51.4533	cd07721	yflN-like_MBL-fold	 - 	cl23716
Q#4 - >B-3_class_B	non-specific	293798	65	222	6.04681e-07	48.3938	cd07712	MBLAC2-like_MBL-fold	 - 	cl23716
Q#4 - >B-3_class_B	non-specific	293829	50	127	1.81155e-06	47.1398	cd07743	metallo-hydrolase-like_MBL-fold	C	cl23716
Q#4 - >B-3_class_B	non-specific	293808	45	181	2.92029e-05	43.2908	cd07722	LACTB2-like_MBL-fold	C	cl23716
Q#4 - >B-3_class_B	non-specific	293796	29	222	0.000199144	41.3321	cd07710	arylsulfatase_Sdsa1-like_MBL-fold	 - 	cl23716
Q#4 - >B-3_class_B	non-specific	293838	35	121	0.000793085	39.4904	cd16280	metallo-hydrolase-like_MBL-fold	C	cl23716
Q#4 - >B-3_class_B	non-specific	293825	42	179	0.00144522	38.6371	cd07739	metallo-hydrolase-like_MBL-fold	C	cl23716
Q#4 - >B-3_class_B	non-specific	293877	45	179	0.00158263	38.4842	cd16322	TTHA1623-like_MBL-fold	C	cl23716
Q#4 - >B-3_class_B	non-specific	293833	53	190	0.00253763	37.5165	cd16275	BaeB-like_MBL-fold	 - 	cl23716
Q#4 - >B-3_class_B	non-specific	293810	57	181	0.00666574	36.2235	cd07724	POD-like_MBL-fold	C	cl23716
Q#4 - >B-3_class_B	non-specific	293811	56	179	0.00779133	36.1225	cd07725	TTHA1429-like_MBL-fold	C	cl23716
Q#5 - >B-5_class_B	specific	293874	28	241	1.36151e-139	390.286	cd16316	BlaB-like_MBL-B1	 - 	cl23716
Q#5 - >B-5_class_B	superfamily	451500	28	241	1.36151e-139	390.286	cl23716	metallo-hydrolase-like_MBL-fold superfamily	 - 	 - 
Q#5 - >B-5_class_B	non-specific	293857	28	239	4.57292e-125	353.673	cd16299	IND_BlaB-like_MBL-B1	 - 	cl23716
Q#5 - >B-5_class_B	non-specific	293843	28	238	2.27228e-106	306.133	cd16285	MBL-B1	 - 	cl23716
Q#5 - >B-5_class_B	non-specific	293862	28	239	1.90116e-84	250.665	cd16304	BcII-like_MBL-B1	 - 	cl23716
Q#5 - >B-5_class_B	non-specific	293876	28	241	8.39115e-79	236.476	cd16318	MUS_TUS_MBL-B1	 - 	cl23716
Q#5 - >B-5_class_B	non-specific	293875	27	239	5.79106e-74	224.126	cd16317	IND_MBL-B1	 - 	cl23716
Q#5 - >B-5_class_B	non-specific	293859	26	238	1.34361e-67	207.905	cd16301	IMP_DIM-like_MBL-B1	 - 	cl23716
Q#5 - >B-5_class_B	non-specific	293860	28	237	1.24799e-58	184.756	cd16302	CcrA-like_MBL-B1	 - 	cl23716
Q#5 - >B-5_class_B	non-specific	293793	28	238	2.62373e-56	179.277	cd07707	MBL-B1-B2-like	 - 	cl23716
Q#5 - >B-5_class_B	non-specific	293861	27	222	1.71002e-38	133.448	cd16303	VIM_type_MBL-B1	 - 	cl23716
Q#5 - >B-5_class_B	non-specific	293844	51	238	2.21528e-35	126.107	cd16286	SPM-1-like_MBL-B1-B2-like	 - 	cl23716
Q#5 - >B-5_class_B	non-specific	293858	28	237	9.72917e-34	121.08	cd16300	NDM_FIM-like_MBL-B1	 - 	cl23716
Q#5 - >B-5_class_B	specific	214854	54	222	5.55794e-25	97.239	smart00849	Lactamase_B	 - 	cl23716
Q#5 - >B-5_class_B	non-specific	293864	53	248	2.02348e-24	96.9411	cd16306	CphA_ImiS-like_MBL-B2	 - 	cl23716
Q#5 - >B-5_class_B	non-specific	293840	53	222	6.75135e-24	94.94	cd16282	metallo-hydrolase-like_MBL-fold	 - 	cl23716
Q#5 - >B-5_class_B	non-specific	293834	36	222	8.23216e-21	86.4846	cd16276	metallo-hydrolase-like_MBL-fold	 - 	cl23716
Q#5 - >B-5_class_B	non-specific	293845	54	248	6.95541e-19	82.0913	cd16287	CphS_ImiS-like_MBL-B2	 - 	cl23716
Q#5 - >B-5_class_B	non-specific	293863	42	240	1.79671e-18	81.1962	cd16305	Sfh-1-like_MBL-B2	 - 	cl23716
Q#5 - >B-5_class_B	specific	223565	56	224	8.735e-14	68.6689	COG0491	GloB	 - 	cl33908
Q#5 - >B-5_class_B	superfamily	223565	56	224	8.735e-14	68.6689	cl33908	GloB superfamily	 - 	 - 
Q#5 - >B-5_class_B	non-specific	293792	61	222	1.96451e-13	66.5405	cd06262	metallo-hydrolase-like_MBL-fold	 - 	cl23716
Q#5 - >B-5_class_B	specific	425851	48	222	3.69731e-12	63.1565	pfam00753	Lactamase_B	 - 	cl23716
Q#5 - >B-5_class_B	non-specific	293829	50	127	3.66699e-07	49.0658	cd07743	metallo-hydrolase-like_MBL-fold	C	cl23716
Q#5 - >B-5_class_B	non-specific	293809	54	180	8.74215e-07	47.4548	cd07723	hydroxyacylglutathione_hydrolase_MBL-fold	 - 	cl23716
Q#5 - >B-5_class_B	non-specific	293798	65	222	3.18619e-06	46.0826	cd07712	MBLAC2-like_MBL-fold	 - 	cl23716
Q#5 - >B-5_class_B	non-specific	293796	29	222	5.20461e-05	43.2581	cd07710	arylsulfatase_Sdsa1-like_MBL-fold	 - 	cl23716
Q#5 - >B-5_class_B	non-specific	293833	53	222	5.87766e-05	42.524	cd16275	BaeB-like_MBL-fold	 - 	cl23716
