Query	Hit_type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
fig|573.14168.peg.2477	specific	433139	52	261	2.34269e-38	133.923	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14001.peg.811	specific	433139	52	261	2.34269e-38	133.923	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13944.peg.5293	specific	433139	52	261	2.34269e-38	133.923	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13918.peg.3423	specific	433139	52	261	2.34269e-38	133.923	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13836.peg.869	specific	433139	52	261	2.34269e-38	133.923	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13771.peg.404	specific	433139	52	261	2.34269e-38	133.923	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13646.peg.15	specific	433139	52	261	2.34269e-38	133.923	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13548.peg.4514	specific	433139	52	261	2.34269e-38	133.923	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13251.peg.334	specific	433139	52	261	2.34269e-38	133.923	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13169.peg.5198	specific	433139	52	261	2.34269e-38	133.923	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13113.peg.4280	specific	433139	52	261	2.34269e-38	133.923	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.12777.peg.6027|AM367_29850	specific	433139	52	261	2.34269e-38	133.923	pfam13354	Beta-lactamase2	 - 	cl21491
fig|562.42867.peg.5141	specific	433139	52	261	2.34269e-38	133.923	pfam13354	Beta-lactamase2	 - 	cl21491
fig|562.12959.peg.5460	specific	433139	52	261	2.57917e-38	133.923	pfam13354	Beta-lactamase2	 - 	cl21491
fig|550.2152.peg.4472	specific	433139	52	261	2.57917e-38	133.923	pfam13354	Beta-lactamase2	 - 	cl21491
fig|550.2131.peg.4479	specific	433139	52	261	2.57917e-38	133.923	pfam13354	Beta-lactamase2	 - 	cl21491
fig|550.1145.peg.4957|AM383_00350	specific	433139	52	261	2.57917e-38	133.923	pfam13354	Beta-lactamase2	 - 	cl21491
fig|287.5689.peg.6431|CSB93_7176	specific	433139	52	261	2.34269e-38	133.923	pfam13354	Beta-lactamase2	 - 	cl21491
fig|2077137.3.peg.74|AM379_00370	specific	433139	51	264	1.051e-37	132.382	pfam13354	Beta-lactamase2	 - 	cl21491
fig|72407.1437.peg.5453|KpUFPRC2_05261	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.7362.peg.735|AM428_03930	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.7026.peg.1892	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.41328.peg.5342|LI115_26165	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.32138.peg.5236|E4W59_27135	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.32131.peg.3076|E4W45_21415	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.31031.peg.4597|E4W46_25755	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.27953.peg.3258|F3Y17_14410	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.24351.peg.2815	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.24296.peg.5302	specific	433139	57	263	2.6474499999999998e-37	131.226	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.24266.peg.5479	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.20064.peg.6136|AM488_30270	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.18472.peg.5185|BH367_26040	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.18088.peg.5880|AM458_31115	specific	433139	57	263	1.62887e-38	134.308	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.17908.peg.5758|AM445_28815	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14546.peg.5335	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14534.peg.5586	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14526.peg.5305	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14517.peg.5401	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14508.peg.5298	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14495.peg.5406	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14488.peg.3654	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14478.peg.5339	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14467.peg.4016	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14457.peg.5299	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14443.peg.5092	specific	433139	57	263	3.40551e-38	133.537	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14427.peg.5423	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14418.peg.5424	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14404.peg.4909	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14391.peg.5372	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14367.peg.5435	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14346.peg.5321	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14339.peg.5396	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14322.peg.5112	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14303.peg.50	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14286.peg.4489	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14273.peg.4956	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14257.peg.32	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14236.peg.4957	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14215.peg.4452	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14208.peg.5410	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14198.peg.5263	specific	433139	57	263	2.6474499999999998e-37	131.226	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14187.peg.3374	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14164.peg.4939	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14147.peg.3367	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14131.peg.5236	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14123.peg.4810	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14107.peg.5314	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14096.peg.5351	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14080.peg.4625	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14067.peg.446	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14055.peg.5330	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14041.peg.5196	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14031.peg.5006	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14015.peg.729	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14002.peg.5378	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13979.peg.5098	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13959.peg.4898	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13944.peg.601	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13929.peg.2071	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13916.peg.5260	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13900.peg.212	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13880.peg.5335	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13864.peg.5337	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13848.peg.5420	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13831.peg.5385	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13815.peg.1218	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13801.peg.3704	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13772.peg.4704	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13750.peg.5318	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13727.peg.5158	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13717.peg.470	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13709.peg.5263	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13696.peg.5286	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13677.peg.5208	specific	433139	57	263	3.40551e-38	133.537	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13666.peg.5058	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13646.peg.2213	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13633.peg.4886	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13624.peg.2557	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13610.peg.5366	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13597.peg.2440	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13583.peg.4277	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13575.peg.5355	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13558.peg.5344	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13544.peg.1073	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13533.peg.5267	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13516.peg.2322	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13504.peg.4694	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13493.peg.4126	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13473.peg.5639	specific	433139	57	263	3.91304e-38	133.152	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13442.peg.5072	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13368.peg.5296	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13328.peg.2167	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13313.peg.4568	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13301.peg.5398	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13285.peg.4829	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13268.peg.5251	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13254.peg.767	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13227.peg.5319	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13194.peg.4599	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13174.peg.5331	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13166.peg.5362	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13149.peg.5339	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13128.peg.5355	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13116.peg.5429	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13101.peg.5301	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13087.peg.5374	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13062.peg.5386	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13043.peg.5558	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13031.peg.5254	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.12779.peg.4233|AM386_23015	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|562.50304.peg.2650|ELT31_23875	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|562.50291.peg.4901|ELU86_10950	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|562.50280.peg.140|ELX91_25935	specific	433139	57	263	3.40551e-38	133.537	pfam13354	Beta-lactamase2	 - 	cl21491
fig|562.50263.peg.4165|ELV14_23945	specific	433139	57	263	3.194e-38	133.537	pfam13354	Beta-lactamase2	 - 	cl21491
fig|562.50251.peg.1563|ELX71_00080	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|562.50242.peg.4668|ELX93_25325	specific	433139	57	263	3.40551e-38	133.537	pfam13354	Beta-lactamase2	 - 	cl21491
fig|562.50225.peg.105|ELY32_27450	specific	433139	57	263	3.40551e-38	133.537	pfam13354	Beta-lactamase2	 - 	cl21491
fig|562.42861.peg.1497	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|562.42780.peg.1	specific	433139	57	263	1.62887e-38	134.308	pfam13354	Beta-lactamase2	 - 	cl21491
fig|562.42665.peg.5296	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|562.29008.peg.4882|CSC24_4721	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|562.20499.peg.5057|AM408_00630	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|562.16466.peg.5406|CA593_26905	specific	433139	57	263	3.91304e-38	133.152	pfam13354	Beta-lactamase2	 - 	cl21491
fig|550.1141.peg.3330|AM409_16695	specific	433139	57	263	5.70926e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.36694.peg.14097|J4733_27270	specific	433139	54	257	1.5561099999999998e-39	137.004	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.24287.peg.1363	specific	433139	49	253	5.45795e-36	127.759	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13199.peg.5638	specific	433139	49	253	1.26704e-35	126.604	pfam13354	Beta-lactamase2	 - 	cl21491
fig|470.1551.peg.3774|AR272_18645	specific	433139	49	256	2.99419e-34	123.137	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.13488.peg.1465	specific	433139	53	259	5.8390699999999995e-37	130.071	pfam13354	Beta-lactamase2	 - 	cl21491
fig|287.17435.peg.75|JO408_15340	specific	433139	51	255	2.62112e-37	131.226	pfam13354	Beta-lactamase2	 - 	cl21491
fig|287.14071.peg.3398|JO407_31650	specific	433139	51	255	1.5529e-37	131.611	pfam13354	Beta-lactamase2	 - 	cl21491
fig|72407.1439.peg.3198|KpUFPRA2_03099	specific	433139	47	251	4.50886e-36	127.759	pfam13354	Beta-lactamase2	 - 	cl21491
fig|72407.1435.peg.2692|KpUFPRD8_02592	specific	433139	47	251	4.50886e-36	127.759	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.9724.peg.108|AM477_00555	specific	433139	47	251	4.50886e-36	127.759	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.9722.peg.5176|AM447_26585	specific	433139	47	251	4.96319e-36	127.759	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.7362.peg.3597|AM428_18505	specific	433139	47	251	4.50886e-36	127.759	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.7030.peg.5392	specific	433139	49	253	1.3064300000000002e-40	139.701	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.7028.peg.6071	specific	433139	47	251	8.73472e-36	126.989	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.7027.peg.5451	specific	433139	49	253	1.3064300000000002e-40	139.701	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.7024.peg.5768	specific	433139	47	251	8.73472e-36	126.989	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.7022.peg.5086	specific	433139	49	253	1.3064300000000002e-40	139.701	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.41327.peg.5521|LI269_26995	specific	433139	49	253	1.3064300000000002e-40	139.701	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.32139.peg.416|E4Y47_11860	specific	433139	47	251	6.01216e-35	125.063	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.32133.peg.4919|E4W44_06805	specific	433139	47	251	4.50886e-36	127.759	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.31034.peg.2328|E4W41_01815	specific	433139	47	251	1.8423000000000001e-35	126.219	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.27956.peg.5482|F3Y20_26230	specific	433139	49	253	1.3064300000000002e-40	139.701	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.27953.peg.5624|F3Y17_26055	specific	433139	47	251	5.7013999999999995e-36	127.759	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.25927.peg.5359|E1A84_27835	specific	433139	49	253	1.3064300000000002e-40	139.701	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.24400.peg.3217	specific	433139	47	251	4.50886e-36	127.759	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.24342.peg.4774	specific	433139	49	253	1.3064300000000002e-40	139.701	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.24324.peg.2298	specific	433139	47	251	4.50886e-36	127.759	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.24296.peg.2886	specific	433139	47	251	4.50886e-36	127.759	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.24284.peg.5305	specific	433139	49	253	1.3064300000000002e-40	139.701	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.24266.peg.5475	specific	433139	49	253	1.3064300000000002e-40	139.701	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.24255.peg.2448	specific	433139	47	251	3.88333e-36	128.145	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.20064.peg.6147|AM488_30325	specific	433139	49	253	1.3064300000000002e-40	139.701	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.20061.peg.4658|AM406_24610	specific	433139	47	251	4.50886e-36	127.759	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.20059.peg.2420|AM455_11980	specific	433139	47	251	4.50886e-36	127.759	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.18543.peg.262|AM387_01270	specific	433139	47	251	1.09269e-35	126.989	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.18542.peg.4405|AM466_22025	specific	433139	47	251	8.73472e-36	126.989	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.18472.peg.5383|BH367_26980	specific	433139	49	253	1.3064300000000002e-40	139.701	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.18090.peg.1480|AM388_07285	specific	433139	47	251	1.09269e-35	126.989	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.18087.peg.5802|CSC25_5673	specific	433139	49	253	1.3064300000000002e-40	139.701	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.18086.peg.5218|CSC13_5615	specific	433139	49	253	1.3064300000000002e-40	139.701	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.17915.peg.5318|CSB98_5418	specific	433139	49	253	1.3064300000000002e-40	139.701	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.15420.peg.5923|AM359_02235	specific	433139	49	253	1.3064300000000002e-40	139.701	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.15108.peg.6020|AM390_29905	specific	433139	49	253	1.3064300000000002e-40	139.701	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.15044.peg.5864|AM426_30385	specific	433139	47	251	1.0359599999999999e-35	126.989	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.15042.peg.1059|AM404_05145	specific	433139	47	251	4.70541e-36	127.759	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14544.peg.279	specific	433139	47	251	6.47758e-35	124.678	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14538.peg.4493	specific	433139	47	251	5.7013999999999995e-36	127.759	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14532.peg.34	specific	433139	47	251	4.96319e-36	127.759	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14527.peg.421	specific	433139	47	251	4.50886e-36	127.759	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14521.peg.33	specific	433139	47	251	4.96319e-36	127.759	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14518.peg.700	specific	433139	47	251	4.50886e-36	127.759	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14513.peg.5271	specific	433139	49	253	1.3064300000000002e-40	139.701	pfam13354	Beta-lactamase2	 - 	cl21491
fig|573.14508.peg.11	specific	433139	47	251	4.96319e-36	127.759	pfam13354	Beta-lactamase2	 - 	cl21491
