Query	Hit_type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
fig|470.7525.peg.715	specific	425939	267	602	5.73969e-74	240.011	pfam00905	Transpeptidase	 - 	cl21491
fig|470.7518.peg.2528	specific	425939	267	602	5.73969e-74	240.011	pfam00905	Transpeptidase	 - 	cl21491
fig|470.7509.peg.2390	specific	425939	267	602	5.2205100000000004e-74	240.396	pfam00905	Transpeptidase	 - 	cl21491
fig|470.7500.peg.2300	specific	425939	267	602	6.11418e-74	240.011	pfam00905	Transpeptidase	 - 	cl21491
fig|470.7495.peg.1336	specific	425939	267	602	6.11418e-74	240.011	pfam00905	Transpeptidase	 - 	cl21491
fig|470.7489.peg.2191	specific	425939	267	602	6.11418e-74	240.011	pfam00905	Transpeptidase	 - 	cl21491
fig|470.7484.peg.2040	specific	425939	267	602	6.11418e-74	240.011	pfam00905	Transpeptidase	 - 	cl21491
fig|470.7478.peg.190	specific	425939	267	602	5.2205100000000004e-74	240.396	pfam00905	Transpeptidase	 - 	cl21491
fig|470.7471.peg.1249	specific	425939	267	602	5.2205100000000004e-74	240.396	pfam00905	Transpeptidase	 - 	cl21491
fig|470.7463.peg.2443	specific	425939	267	602	5.73969e-74	240.011	pfam00905	Transpeptidase	 - 	cl21491
fig|470.7455.peg.1831	specific	425939	267	602	6.11418e-74	240.011	pfam00905	Transpeptidase	 - 	cl21491
fig|470.7448.peg.1579	specific	425939	267	602	5.2205100000000004e-74	240.396	pfam00905	Transpeptidase	 - 	cl21491
fig|470.7435.peg.2354	specific	425939	267	602	6.11418e-74	240.011	pfam00905	Transpeptidase	 - 	cl21491
fig|470.7428.peg.1910	specific	425939	267	602	5.2205100000000004e-74	240.396	pfam00905	Transpeptidase	 - 	cl21491
fig|470.7421.peg.2555	specific	425939	267	602	7.085730000000001e-74	240.011	pfam00905	Transpeptidase	 - 	cl21491
fig|470.7416.peg.2235	specific	425939	267	602	5.33167e-74	240.396	pfam00905	Transpeptidase	 - 	cl21491
fig|470.7390.peg.721	specific	425939	267	602	5.2205100000000004e-74	240.396	pfam00905	Transpeptidase	 - 	cl21491
fig|470.7376.peg.883	specific	425939	267	602	5.2205100000000004e-74	240.396	pfam00905	Transpeptidase	 - 	cl21491
fig|470.7370.peg.1048	specific	425939	267	602	5.2205100000000004e-74	240.396	pfam00905	Transpeptidase	 - 	cl21491
fig|470.7363.peg.1067	specific	425939	267	602	5.2205100000000004e-74	240.396	pfam00905	Transpeptidase	 - 	cl21491
fig|470.7355.peg.1048	specific	425939	267	602	5.2205100000000004e-74	240.396	pfam00905	Transpeptidase	 - 	cl21491
fig|470.7349.peg.2583	specific	425939	267	602	5.2205100000000004e-74	240.396	pfam00905	Transpeptidase	 - 	cl21491
fig|470.7342.peg.1378	specific	425939	267	602	5.2205100000000004e-74	240.396	pfam00905	Transpeptidase	 - 	cl21491
fig|470.4901.peg.1914|AM462_09340	specific	425939	267	602	5.73969e-74	240.011	pfam00905	Transpeptidase	 - 	cl21491
fig|470.4704.peg.1844|AM457_09415	specific	425939	267	602	6.11418e-74	240.011	pfam00905	Transpeptidase	 - 	cl21491
fig|470.2845.peg.2828	specific	425939	267	602	5.2205100000000004e-74	240.396	pfam00905	Transpeptidase	 - 	cl21491
fig|470.1557.peg.1932|ASM28_09605	specific	425939	267	602	5.8619e-74	240.011	pfam00905	Transpeptidase	 - 	cl21491
fig|470.1552.peg.1648|AR271_08210	specific	425939	267	602	1.50033e-72	236.544	pfam00905	Transpeptidase	 - 	cl21491
fig|470.1359.peg.1678|MRSN16897_08305	specific	425939	267	602	1.50033e-72	236.544	pfam00905	Transpeptidase	 - 	cl21491
fig|470.13386.peg.3041|G3T42_05180	specific	425939	267	602	6.11418e-74	240.011	pfam00905	Transpeptidase	 - 	cl21491
fig|287.988.peg.6320	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.978.peg.5177	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.969.peg.3697	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.934.peg.6220	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.927.peg.4378	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.914.peg.4812	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.896.peg.5771	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.888.peg.5186	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.884.peg.608	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.872.peg.4191	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.861.peg.5831	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.8528.peg.6328	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.8500.peg.3699	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.8027.peg.796|DY953_03975	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.7845.peg.5383|DZA08_26800	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.7825.peg.3047|DY999_15195	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.7816.peg.1832|DY983_09050	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.7803.peg.5498|DY950_27350	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.7787.peg.1342|DY947_06680	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.7773.peg.221|C9899_01085	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.6328.peg.4774|CSC42_4826	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.5971.peg.5346|CSC46_5424	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.5752.peg.4064|CSC31_4125	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.5747.peg.149|CSC27_0149	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.5701.peg.3386|CSB92_3419	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.5686.peg.5341|CSB91_5403	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.2977.peg.5230	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.17435.peg.5695|JO408_10060	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.14071.peg.4583|JO407_04290	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.1243.peg.3061	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.1225.peg.2806	specific	425939	268	604	4.2093200000000005e-74	240.011	pfam00905	Transpeptidase	 - 	cl21491
fig|287.1212.peg.862	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.1198.peg.2984	specific	425939	268	604	3.89133e-76	245.404	pfam00905	Transpeptidase	 - 	cl21491
fig|287.1191.peg.5155	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.1186.peg.781	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.1179.peg.6062	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.1168.peg.4592	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.1116.peg.771	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.1110.peg.5175	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.1092.peg.4042	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.1083.peg.1422	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.1053.peg.5323	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.1041.peg.2371	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.1023.peg.5369	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.1015.peg.5160	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|287.1002.peg.968	specific	425939	268	604	1.04091e-75	244.248	pfam00905	Transpeptidase	 - 	cl21491
fig|72407.1439.peg.2010|KpUFPRA2_01980	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|574.20.peg.4842|AM475_24135	specific	425939	272	612	1.43498e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.7362.peg.3352|AM428_17290	specific	425939	272	612	1.13681e-75	243.863	pfam00905	Transpeptidase	 - 	cl21491
fig|573.7029.peg.2140	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.7024.peg.2092	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.41327.peg.4574|LI269_22760	specific	425939	272	612	1.13681e-75	243.863	pfam00905	Transpeptidase	 - 	cl21491
fig|573.32135.peg.2341|E4W36_20130	specific	425939	272	612	1.43498e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.31036.peg.2909|E4W51_04640	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.31030.peg.2768|E4W52_20225	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.27953.peg.5393|F3Y17_24960	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.24442.peg.1205	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.24362.peg.2201	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.24325.peg.714	specific	425939	272	612	1.13681e-75	243.863	pfam00905	Transpeptidase	 - 	cl21491
fig|573.24294.peg.168	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.24273.peg.206	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.24256.peg.1850	specific	425939	272	612	1.7073900000000003e-76	245.789	pfam00905	Transpeptidase	 - 	cl21491
fig|573.20063.peg.4356|AM476_24280	specific	425939	272	612	1.43498e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.19877.peg.1452|CSC40_1435	specific	425939	272	612	1.13681e-75	243.863	pfam00905	Transpeptidase	 - 	cl21491
fig|573.18472.peg.2405|BH367_12060	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.18086.peg.2979|CSC13_3049	specific	425939	272	612	1.7073900000000003e-76	245.789	pfam00905	Transpeptidase	 - 	cl21491
fig|573.17908.peg.361|AM445_01770	specific	425939	272	612	1.7073900000000003e-76	245.789	pfam00905	Transpeptidase	 - 	cl21491
fig|573.15044.peg.3326|AM426_17370	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14544.peg.72	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14535.peg.716	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14528.peg.263	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14521.peg.261	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14515.peg.461	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14508.peg.241	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14502.peg.769	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14492.peg.264	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14487.peg.244	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14478.peg.262	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14468.peg.116	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14461.peg.266	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14452.peg.262	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14438.peg.766	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14424.peg.1211	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14417.peg.261	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14401.peg.3635	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14376.peg.2937	specific	425939	272	612	1.43498e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14362.peg.264	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14345.peg.1867	specific	425939	272	612	1.7073900000000003e-76	245.789	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14337.peg.3285	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14327.peg.3235	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14316.peg.449	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14300.peg.770	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14286.peg.3890	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14270.peg.173	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14253.peg.997	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14229.peg.2225	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14214.peg.2927	specific	425939	272	612	1.7073900000000003e-76	245.789	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14208.peg.476	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14201.peg.1020	specific	425939	272	612	1.39012e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14195.peg.570	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14176.peg.4231	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14162.peg.4162	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14147.peg.1159	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14134.peg.841	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14127.peg.5084	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14114.peg.3932	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14107.peg.609	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14096.peg.1778	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14080.peg.2864	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14068.peg.2506	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14056.peg.608	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14044.peg.2861	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14037.peg.1894	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
fig|573.14019.peg.2663	specific	425939	272	612	1.37548e-75	243.478	pfam00905	Transpeptidase	 - 	cl21491
