Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#5 - >BEL-2_class_A	specific	433139	44	254	1.34673e-34	123.907	pfam13354	Beta-lactamase2	 - 	cl21491
Q#5 - >BEL-2_class_A	non-specific	395092	50	275	3.74235e-10	59.4388	pfam00144	Beta-lactamase	 - 	cl21491
Q#5 - >BEL-2_class_A	non-specific	224600	44	259	3.56212e-05	44.6695	COG1686	DacC	C	cl34335
Q#5 - >BEL-2_class_A	superfamily	224600	44	259	3.56212e-05	44.6695	cl34335	DacC superfamily	C	 - 
Q#6 - >BEL-3_class_A	non-specific	185339	14	273	1.36186e-67	211.635	PRK15442	PRK15442	 - 	cl21491
Q#6 - >BEL-3_class_A	superfamily	451269	14	273	1.36186e-67	211.635	cl21491	Transpeptidase superfamily	 - 	 - 
Q#6 - >BEL-3_class_A	non-specific	225242	18	280	6.10373e-47	159.908	COG2367	PenP	 - 	cl28588
Q#6 - >BEL-3_class_A	superfamily	225242	18	280	6.10373e-47	159.908	cl28588	PenP superfamily	 - 	 - 
Q#6 - >BEL-3_class_A	specific	433139	44	254	1.69606e-33	121.211	pfam13354	Beta-lactamase2	 - 	cl21491
Q#6 - >BEL-3_class_A	non-specific	395092	50	275	1.42153e-10	60.5944	pfam00144	Beta-lactamase	 - 	cl21491
Q#6 - >BEL-3_class_A	non-specific	224600	44	259	0.000975128	40.0471	COG1686	DacC	C	cl34335
Q#6 - >BEL-3_class_A	superfamily	224600	44	259	0.000975128	40.0471	cl34335	DacC superfamily	C	 - 
Q#7 - >BES-1_class_A	non-specific	185339	12	274	2.56569e-68	213.947	PRK15442	PRK15442	 - 	cl21491
Q#7 - >BES-1_class_A	superfamily	451269	12	274	2.56569e-68	213.947	cl21491	Transpeptidase superfamily	 - 	 - 
Q#7 - >BES-1_class_A	non-specific	225242	16	284	3.76712e-40	142.189	COG2367	PenP	 - 	cl28588
Q#7 - >BES-1_class_A	superfamily	225242	16	284	3.76712e-40	142.189	cl28588	PenP superfamily	 - 	 - 
Q#7 - >BES-1_class_A	specific	433139	51	259	3.07295e-30	112.737	pfam13354	Beta-lactamase2	 - 	cl21491
Q#7 - >BES-1_class_A	non-specific	395092	32	232	4.1138e-10	59.4388	pfam00144	Beta-lactamase	 - 	cl21491
Q#8 - >Beta-lactamase_class-A_2_class_A	non-specific	293841	80	261	6.61758e-80	241.413	cd16283	RomA-like_MBL-fold	 - 	cl23716
Q#8 - >Beta-lactamase_class-A_2_class_A	superfamily	451500	80	261	6.61758e-80	241.413	cl23716	metallo-hydrolase-like_MBL-fold superfamily	 - 	 - 
Q#8 - >Beta-lactamase_class-A_2_class_A	specific	225130	71	314	1.87188e-55	181.564	COG2220	UlaG	 - 	cl28168
Q#8 - >Beta-lactamase_class-A_2_class_A	superfamily	225130	71	314	1.87188e-55	181.564	cl28168	UlaG superfamily	 - 	 - 
Q#8 - >Beta-lactamase_class-A_2_class_A	specific	432732	95	287	1.38601e-44	151.308	pfam12706	Lactamase_B_2	 - 	cl23716
Q#8 - >Beta-lactamase_class-A_2_class_A	non-specific	234811	80	293	2.31366e-09	56.7434	PRK00685	PRK00685	 - 	cl23716
Q#8 - >Beta-lactamase_class-A_2_class_A	non-specific	425851	79	247	7.61439e-06	45.8226	pfam00753	Lactamase_B	 - 	cl23716
Q#8 - >Beta-lactamase_class-A_2_class_A	non-specific	236958	119	176	0.000105822	43.4473	PRK11709	PRK11709	NC	cl23716
Q#8 - >Beta-lactamase_class-A_2_class_A	specific	214854	83	250	0.000322918	40.9998	smart00849	Lactamase_B	 - 	cl23716
Q#8 - >Beta-lactamase_class-A_2_class_A	non-specific	293842	119	177	0.00134771	38.9864	cd16284	UlaG-like_MBL-fold	C	cl23716
Q#9 - >Beta-lactamase_class-A_1_class_A	non-specific	225242	158	332	4.68833e-19	87.4906	COG2367	PenP	C	cl28588
Q#9 - >Beta-lactamase_class-A_1_class_A	superfamily	225242	158	332	4.68833e-19	87.4906	cl28588	PenP superfamily	C	 - 
Q#9 - >Beta-lactamase_class-A_1_class_A	non-specific	433139	166	264	1.22017e-16	78.0686	pfam13354	Beta-lactamase2	C	cl21491
Q#9 - >Beta-lactamase_class-A_1_class_A	superfamily	451269	166	264	1.22017e-16	78.0686	cl21491	Transpeptidase superfamily	C	 - 
Q#10 - >BIC-1_class_A	non-specific	185339	36	291	1.41482e-65	206.628	PRK15442	PRK15442	 - 	cl21491
Q#10 - >BIC-1_class_A	superfamily	451269	36	291	1.41482e-65	206.628	cl21491	Transpeptidase superfamily	 - 	 - 
Q#10 - >BIC-1_class_A	non-specific	225242	32	294	4.3308e-38	136.796	COG2367	PenP	 - 	cl28588
Q#10 - >BIC-1_class_A	superfamily	225242	32	294	4.3308e-38	136.796	cl28588	PenP superfamily	 - 	 - 
Q#10 - >BIC-1_class_A	specific	433139	53	266	3.76923e-31	115.048	pfam13354	Beta-lactamase2	 - 	cl21491
Q#10 - >BIC-1_class_A	non-specific	395092	43	285	2.54686e-12	65.9872	pfam00144	Beta-lactamase	 - 	cl21491
Q#11 - >BlaA_class_A	specific	433139	50	258	4.46005e-45	151.257	pfam13354	Beta-lactamase2	 - 	cl21491
Q#11 - >BlaA_class_A	superfamily	451269	50	258	4.46005e-45	151.257	cl21491	Transpeptidase superfamily	 - 	 - 
Q#11 - >BlaA_class_A	non-specific	185339	30	266	5.76777e-40	140.759	PRK15442	PRK15442	 - 	cl21491
Q#11 - >BlaA_class_A	non-specific	225242	17	268	2.95568e-31	118.692	COG2367	PenP	 - 	cl28588
Q#11 - >BlaA_class_A	superfamily	225242	17	268	2.95568e-31	118.692	cl28588	PenP superfamily	 - 	 - 
Q#12 - >BlaZ_class_A	specific	225242	2	281	1.29559e-63	202.665	COG2367	PenP	 - 	cl28588
Q#12 - >BlaZ_class_A	superfamily	225242	2	281	1.29559e-63	202.665	cl28588	PenP superfamily	 - 	 - 
Q#12 - >BlaZ_class_A	non-specific	185339	3	279	3.97438e-46	156.167	PRK15442	PRK15442	 - 	cl21491
Q#12 - >BlaZ_class_A	superfamily	451269	3	279	3.97438e-46	156.167	cl21491	Transpeptidase superfamily	 - 	 - 
Q#12 - >BlaZ_class_A	specific	433139	43	254	1.02384e-38	134.693	pfam13354	Beta-lactamase2	 - 	cl21491
Q#12 - >BlaZ_class_A	non-specific	395092	27	275	6.87015e-08	52.5052	pfam00144	Beta-lactamase	 - 	cl21491
Q#12 - >BlaZ_class_A	non-specific	224600	4	200	7.20144e-05	43.5139	COG1686	DacC	C	cl34335
Q#12 - >BlaZ_class_A	superfamily	224600	4	200	7.20144e-05	43.5139	cl34335	DacC superfamily	C	 - 
Q#13 - >CARB-1_class_A	non-specific	185339	28	279	4.58361e-88	264.023	PRK15442	PRK15442	 - 	cl21491
Q#13 - >CARB-1_class_A	superfamily	451269	28	279	4.58361e-88	264.023	cl21491	Transpeptidase superfamily	 - 	 - 
Q#13 - >CARB-1_class_A	non-specific	225242	8	283	5.31883e-47	159.908	COG2367	PenP	 - 	cl28588
Q#13 - >CARB-1_class_A	superfamily	225242	8	283	5.31883e-47	159.908	cl28588	PenP superfamily	 - 	 - 
Q#13 - >CARB-1_class_A	specific	433139	49	256	5.01165e-36	127.759	pfam13354	Beta-lactamase2	 - 	cl21491
Q#13 - >CARB-1_class_A	non-specific	395092	38	275	2.0796e-17	80.6248	pfam00144	Beta-lactamase	 - 	cl21491
Q#13 - >CARB-1_class_A	non-specific	224600	1	156	0.000134774	42.7435	COG1686	DacC	C	cl34335
Q#13 - >CARB-1_class_A	superfamily	224600	1	156	0.000134774	42.7435	cl34335	DacC superfamily	C	 - 
Q#14 - >CARB-2_class_A	non-specific	185339	3	279	3.22888e-90	269.415	PRK15442	PRK15442	 - 	cl21491
Q#14 - >CARB-2_class_A	superfamily	451269	3	279	3.22888e-90	269.415	cl21491	Transpeptidase superfamily	 - 	 - 
Q#14 - >CARB-2_class_A	non-specific	225242	8	283	2.31669e-47	161.064	COG2367	PenP	 - 	cl28588
Q#14 - >CARB-2_class_A	superfamily	225242	8	283	2.31669e-47	161.064	cl28588	PenP superfamily	 - 	 - 
Q#14 - >CARB-2_class_A	specific	433139	49	256	2.15792e-36	128.915	pfam13354	Beta-lactamase2	 - 	cl21491
Q#14 - >CARB-2_class_A	non-specific	395092	38	275	5.53872e-18	82.1656	pfam00144	Beta-lactamase	 - 	cl21491
Q#14 - >CARB-2_class_A	non-specific	224600	2	156	0.00053975	40.8175	COG1686	DacC	C	cl34335
Q#14 - >CARB-2_class_A	superfamily	224600	2	156	0.00053975	40.8175	cl34335	DacC superfamily	C	 - 
Q#15 - >CARB-3_class_A	non-specific	185339	10	295	2.35148e-91	272.882	PRK15442	PRK15442	 - 	cl21491
Q#15 - >CARB-3_class_A	superfamily	451269	10	295	2.35148e-91	272.882	cl21491	Transpeptidase superfamily	 - 	 - 
Q#15 - >CARB-3_class_A	non-specific	225242	24	299	7.36826e-48	162.99	COG2367	PenP	 - 	cl28588
Q#15 - >CARB-3_class_A	superfamily	225242	24	299	7.36826e-48	162.99	cl28588	PenP superfamily	 - 	 - 
Q#15 - >CARB-3_class_A	specific	433139	65	272	1.53182e-37	131.997	pfam13354	Beta-lactamase2	 - 	cl21491
Q#15 - >CARB-3_class_A	non-specific	395092	54	291	3.18406e-17	80.6248	pfam00144	Beta-lactamase	 - 	cl21491
Q#15 - >CARB-3_class_A	non-specific	224600	18	172	0.000524037	41.2027	COG1686	DacC	C	cl34335
Q#15 - >CARB-3_class_A	superfamily	224600	18	172	0.000524037	41.2027	cl34335	DacC superfamily	C	 - 
Q#16 - >CARB-4_class_A	non-specific	185339	4	281	3.56878e-80	243.992	PRK15442	PRK15442	 - 	cl21491
Q#16 - >CARB-4_class_A	superfamily	451269	4	281	3.56878e-80	243.992	cl21491	Transpeptidase superfamily	 - 	 - 
Q#16 - >CARB-4_class_A	non-specific	225242	8	283	1.7721e-46	158.753	COG2367	PenP	 - 	cl28588
Q#16 - >CARB-4_class_A	superfamily	225242	8	283	1.7721e-46	158.753	cl28588	PenP superfamily	 - 	 - 
Q#16 - >CARB-4_class_A	specific	433139	49	256	4.74835e-35	125.063	pfam13354	Beta-lactamase2	 - 	cl21491
Q#16 - >CARB-4_class_A	non-specific	395092	11	275	2.1759e-11	63.2908	pfam00144	Beta-lactamase	 - 	cl21491
Q#16 - >CARB-4_class_A	non-specific	224600	1	156	4.46339e-06	47.3659	COG1686	DacC	C	cl34335
Q#16 - >CARB-4_class_A	superfamily	224600	1	156	4.46339e-06	47.3659	cl34335	DacC superfamily	C	 - 
Q#17 - >CARB-5_class_A	non-specific	185339	10	289	4.76473e-108	315.254	PRK15442	PRK15442	 - 	cl21491
Q#17 - >CARB-5_class_A	superfamily	451269	10	289	4.76473e-108	315.254	cl21491	Transpeptidase superfamily	 - 	 - 
Q#17 - >CARB-5_class_A	specific	225242	43	289	3.77402e-55	181.479	COG2367	PenP	 - 	cl28588
Q#17 - >CARB-5_class_A	superfamily	225242	43	289	3.77402e-55	181.479	cl28588	PenP superfamily	 - 	 - 
Q#17 - >CARB-5_class_A	specific	433139	54	263	1.77165e-34	123.907	pfam13354	Beta-lactamase2	 - 	cl21491
Q#17 - >CARB-5_class_A	non-specific	395092	42	285	2.56836e-21	91.7956	pfam00144	Beta-lactamase	 - 	cl21491
Q#17 - >CARB-5_class_A	non-specific	224600	8	164	0.00269316	38.8915	COG1686	DacC	C	cl34335
Q#17 - >CARB-5_class_A	superfamily	224600	8	164	0.00269316	38.8915	cl34335	DacC superfamily	C	 - 
Q#18 - >CARB-6_class_A	non-specific	185339	3	281	6.07349e-90	268.645	PRK15442	PRK15442	 - 	cl21491
Q#18 - >CARB-6_class_A	superfamily	451269	3	281	6.07349e-90	268.645	cl21491	Transpeptidase superfamily	 - 	 - 
Q#18 - >CARB-6_class_A	non-specific	225242	8	283	5.34433e-50	167.997	COG2367	PenP	 - 	cl28588
Q#18 - >CARB-6_class_A	superfamily	225242	8	283	5.34433e-50	167.997	cl28588	PenP superfamily	 - 	 - 
Q#18 - >CARB-6_class_A	specific	433139	49	254	2.84768e-36	128.53	pfam13354	Beta-lactamase2	 - 	cl21491
Q#18 - >CARB-6_class_A	non-specific	395092	38	275	1.64313e-14	72.5356	pfam00144	Beta-lactamase	 - 	cl21491
Q#18 - >CARB-6_class_A	non-specific	224600	2	156	0.00061171	40.8175	COG1686	DacC	C	cl34335
Q#18 - >CARB-6_class_A	superfamily	224600	2	156	0.00061171	40.8175	cl34335	DacC superfamily	C	 - 
Q#19 - >CARB-7_class_A	non-specific	185339	11	281	1.26181e-87	262.867	PRK15442	PRK15442	 - 	cl21491
Q#19 - >CARB-7_class_A	superfamily	451269	11	281	1.26181e-87	262.867	cl21491	Transpeptidase superfamily	 - 	 - 
Q#19 - >CARB-7_class_A	non-specific	225242	34	283	3.1826e-46	157.982	COG2367	PenP	 - 	cl28588
Q#19 - >CARB-7_class_A	superfamily	225242	34	283	3.1826e-46	157.982	cl28588	PenP superfamily	 - 	 - 
Q#19 - >CARB-7_class_A	specific	433139	49	256	1.11492e-35	126.989	pfam13354	Beta-lactamase2	 - 	cl21491
Q#19 - >CARB-7_class_A	non-specific	395092	38	275	2.57717e-14	71.7652	pfam00144	Beta-lactamase	 - 	cl21491
Q#20 - >CARB-8_class_A	non-specific	185339	3	279	3.22888e-90	269.415	PRK15442	PRK15442	 - 	cl21491
Q#20 - >CARB-8_class_A	superfamily	451269	3	279	3.22888e-90	269.415	cl21491	Transpeptidase superfamily	 - 	 - 
Q#20 - >CARB-8_class_A	non-specific	225242	8	283	2.31669e-47	161.064	COG2367	PenP	 - 	cl28588
Q#20 - >CARB-8_class_A	superfamily	225242	8	283	2.31669e-47	161.064	cl28588	PenP superfamily	 - 	 - 
Q#20 - >CARB-8_class_A	specific	433139	49	256	2.15792e-36	128.915	pfam13354	Beta-lactamase2	 - 	cl21491
Q#20 - >CARB-8_class_A	non-specific	395092	38	275	5.53872e-18	82.1656	pfam00144	Beta-lactamase	 - 	cl21491
Q#20 - >CARB-8_class_A	non-specific	224600	2	156	0.00053975	40.8175	COG1686	DacC	C	cl34335
Q#20 - >CARB-8_class_A	superfamily	224600	2	156	0.00053975	40.8175	cl34335	DacC superfamily	C	 - 
Q#21 - >CARB-9_class_A	non-specific	185339	11	281	9.82277e-88	263.252	PRK15442	PRK15442	 - 	cl21491
Q#21 - >CARB-9_class_A	superfamily	451269	11	281	9.82277e-88	263.252	cl21491	Transpeptidase superfamily	 - 	 - 
Q#21 - >CARB-9_class_A	non-specific	225242	34	283	6.35652e-46	157.212	COG2367	PenP	 - 	cl28588
Q#21 - >CARB-9_class_A	superfamily	225242	34	283	6.35652e-46	157.212	cl28588	PenP superfamily	 - 	 - 
Q#21 - >CARB-9_class_A	specific	433139	49	256	4.45441e-35	125.448	pfam13354	Beta-lactamase2	 - 	cl21491
Q#21 - >CARB-9_class_A	non-specific	395092	38	275	1.30541e-14	72.5356	pfam00144	Beta-lactamase	 - 	cl21491
Q#22 - >CARB-10_class_A	non-specific	185339	10	289	3.21624e-108	315.639	PRK15442	PRK15442	 - 	cl21491
Q#22 - >CARB-10_class_A	superfamily	451269	10	289	3.21624e-108	315.639	cl21491	Transpeptidase superfamily	 - 	 - 
Q#22 - >CARB-10_class_A	non-specific	225242	43	289	1.07971e-53	177.627	COG2367	PenP	 - 	cl28588
Q#22 - >CARB-10_class_A	superfamily	225242	43	289	1.07971e-53	177.627	cl28588	PenP superfamily	 - 	 - 
Q#22 - >CARB-10_class_A	specific	433139	54	263	6.40431e-34	122.752	pfam13354	Beta-lactamase2	 - 	cl21491
Q#22 - >CARB-10_class_A	non-specific	395092	42	285	1.49784e-20	89.8696	pfam00144	Beta-lactamase	 - 	cl21491
Q#23 - >CARB-11_class_A	non-specific	185339	3	279	2.71242e-90	269.801	PRK15442	PRK15442	 - 	cl21491
Q#23 - >CARB-11_class_A	superfamily	451269	3	279	2.71242e-90	269.801	cl21491	Transpeptidase superfamily	 - 	 - 
Q#23 - >CARB-11_class_A	non-specific	225242	8	283	2.49143e-46	158.367	COG2367	PenP	 - 	cl28588
Q#23 - >CARB-11_class_A	superfamily	225242	8	283	2.49143e-46	158.367	cl28588	PenP superfamily	 - 	 - 
Q#23 - >CARB-11_class_A	specific	433139	49	256	8.09759e-36	127.374	pfam13354	Beta-lactamase2	 - 	cl21491
Q#23 - >CARB-11_class_A	non-specific	395092	38	275	1.98033e-17	80.6248	pfam00144	Beta-lactamase	 - 	cl21491
Q#23 - >CARB-11_class_A	non-specific	224600	2	156	0.00227265	38.8915	COG1686	DacC	C	cl34335
Q#23 - >CARB-11_class_A	superfamily	224600	2	156	0.00227265	38.8915	cl34335	DacC superfamily	C	 - 
Q#24 - >CARB-12_class_A	non-specific	185339	28	279	4.58361e-88	264.023	PRK15442	PRK15442	 - 	cl21491
Q#24 - >CARB-12_class_A	superfamily	451269	28	279	4.58361e-88	264.023	cl21491	Transpeptidase superfamily	 - 	 - 
Q#24 - >CARB-12_class_A	non-specific	225242	8	283	5.31883e-47	159.908	COG2367	PenP	 - 	cl28588
Q#24 - >CARB-12_class_A	superfamily	225242	8	283	5.31883e-47	159.908	cl28588	PenP superfamily	 - 	 - 
Q#24 - >CARB-12_class_A	specific	433139	49	256	5.01165e-36	127.759	pfam13354	Beta-lactamase2	 - 	cl21491
Q#24 - >CARB-12_class_A	non-specific	395092	38	275	2.0796e-17	80.6248	pfam00144	Beta-lactamase	 - 	cl21491
Q#24 - >CARB-12_class_A	non-specific	224600	1	156	0.000134774	42.7435	COG1686	DacC	C	cl34335
Q#24 - >CARB-12_class_A	superfamily	224600	1	156	0.000134774	42.7435	cl34335	DacC superfamily	C	 - 
Q#25 - >CEPA-85_class_A	non-specific	433139	48	268	2.22159e-21	89.6246	pfam13354	Beta-lactamase2	 - 	cl21491
Q#25 - >CEPA-85_class_A	superfamily	451269	48	268	2.22159e-21	89.6246	cl21491	Transpeptidase superfamily	 - 	 - 
Q#25 - >CEPA-85_class_A	non-specific	185339	4	287	1.88038e-18	83.364	PRK15442	PRK15442	 - 	cl21491
Q#25 - >CEPA-85_class_A	non-specific	225242	17	297	1.79394e-13	69.7714	COG2367	PenP	 - 	cl28588
Q#25 - >CEPA-85_class_A	superfamily	225242	17	297	1.79394e-13	69.7714	cl28588	PenP superfamily	 - 	 - 
Q#25 - >CEPA-85_class_A	non-specific	224600	5	157	0.00606594	37.7359	COG1686	DacC	C	cl34335
Q#25 - >CEPA-85_class_A	superfamily	224600	5	157	0.00606594	37.7359	cl34335	DacC superfamily	C	 - 
Q#26 - >CEPA-49_class_A	non-specific	433139	48	268	5.27059e-21	88.469	pfam13354	Beta-lactamase2	 - 	cl21491
Q#26 - >CEPA-49_class_A	superfamily	451269	48	268	5.27059e-21	88.469	cl21491	Transpeptidase superfamily	 - 	 - 
Q#26 - >CEPA-49_class_A	non-specific	185339	4	287	2.63631e-18	82.9788	PRK15442	PRK15442	 - 	cl21491
Q#26 - >CEPA-49_class_A	non-specific	225242	17	270	7.28764e-14	70.5418	COG2367	PenP	 - 	cl28588
Q#26 - >CEPA-49_class_A	superfamily	225242	17	270	7.28764e-14	70.5418	cl28588	PenP superfamily	 - 	 - 
Q#26 - >CEPA-49_class_A	non-specific	224600	5	157	0.00421406	38.5063	COG1686	DacC	C	cl34335
Q#26 - >CEPA-49_class_A	superfamily	224600	5	157	0.00421406	38.5063	cl34335	DacC superfamily	C	 - 
Q#27 - >CEPA-44_class_A	non-specific	433139	48	268	1.14933e-21	90.395	pfam13354	Beta-lactamase2	 - 	cl21491
Q#27 - >CEPA-44_class_A	superfamily	451269	48	268	1.14933e-21	90.395	cl21491	Transpeptidase superfamily	 - 	 - 
Q#27 - >CEPA-44_class_A	non-specific	185339	4	287	5.25589e-19	84.9048	PRK15442	PRK15442	 - 	cl21491
Q#27 - >CEPA-44_class_A	non-specific	225242	17	297	1.28768e-13	70.1566	COG2367	PenP	 - 	cl28588
Q#27 - >CEPA-44_class_A	superfamily	225242	17	297	1.28768e-13	70.1566	cl28588	PenP superfamily	 - 	 - 
Q#28 - >CEPA-29-2_class_A	non-specific	433139	48	268	2.4624e-21	89.2394	pfam13354	Beta-lactamase2	 - 	cl21491
Q#28 - >CEPA-29-2_class_A	superfamily	451269	48	268	2.4624e-21	89.2394	cl21491	Transpeptidase superfamily	 - 	 - 
Q#28 - >CEPA-29-2_class_A	non-specific	185339	4	287	2.09033e-17	80.2824	PRK15442	PRK15442	 - 	cl21491
Q#28 - >CEPA-29-2_class_A	non-specific	225242	17	297	1.20501e-13	70.1566	COG2367	PenP	 - 	cl28588
Q#28 - >CEPA-29-2_class_A	superfamily	225242	17	297	1.20501e-13	70.1566	cl28588	PenP superfamily	 - 	 - 
Q#28 - >CEPA-29-2_class_A	non-specific	224600	5	157	0.00606594	37.7359	COG1686	DacC	C	cl34335
Q#28 - >CEPA-29-2_class_A	superfamily	224600	5	157	0.00606594	37.7359	cl34335	DacC superfamily	C	 - 
Q#29 - >CEPA-29-1_class_A	non-specific	433139	48	268	2.22159e-21	89.6246	pfam13354	Beta-lactamase2	 - 	cl21491
Q#29 - >CEPA-29-1_class_A	superfamily	451269	48	268	2.22159e-21	89.6246	cl21491	Transpeptidase superfamily	 - 	 - 
Q#29 - >CEPA-29-1_class_A	non-specific	185339	4	287	1.88038e-18	83.364	PRK15442	PRK15442	 - 	cl21491
Q#29 - >CEPA-29-1_class_A	non-specific	225242	17	297	1.79394e-13	69.7714	COG2367	PenP	 - 	cl28588
Q#29 - >CEPA-29-1_class_A	superfamily	225242	17	297	1.79394e-13	69.7714	cl28588	PenP superfamily	 - 	 - 
Q#29 - >CEPA-29-1_class_A	non-specific	224600	5	157	0.00606594	37.7359	COG1686	DacC	C	cl34335
Q#29 - >CEPA-29-1_class_A	superfamily	224600	5	157	0.00606594	37.7359	cl34335	DacC superfamily	C	 - 
Q#30 - >cfxA_class_A	non-specific	433139	65	287	6.34716e-18	80.3798	pfam13354	Beta-lactamase2	 - 	cl21491
Q#30 - >cfxA_class_A	superfamily	451269	65	287	6.34716e-18	80.3798	cl21491	Transpeptidase superfamily	 - 	 - 
Q#30 - >cfxA_class_A	non-specific	225242	44	289	4.7531e-11	62.8378	COG2367	PenP	 - 	cl28588
Q#30 - >cfxA_class_A	superfamily	225242	44	289	4.7531e-11	62.8378	cl28588	PenP superfamily	 - 	 - 
Q#30 - >cfxA_class_A	non-specific	395092	56	247	2.94733e-10	60.2092	pfam00144	Beta-lactamase	C	cl21491
Q#30 - >cfxA_class_A	non-specific	185339	79	310	5.61305e-08	53.3184	PRK15442	PRK15442	N	cl21491
Q#31 - >cfxA2_class_A	non-specific	433139	65	287	2.07895e-17	78.839	pfam13354	Beta-lactamase2	 - 	cl21491
Q#31 - >cfxA2_class_A	superfamily	451269	65	287	2.07895e-17	78.839	cl21491	Transpeptidase superfamily	 - 	 - 
Q#31 - >cfxA2_class_A	non-specific	225242	44	289	9.41552e-11	61.6822	COG2367	PenP	 - 	cl28588
Q#31 - >cfxA2_class_A	superfamily	225242	44	289	9.41552e-11	61.6822	cl28588	PenP superfamily	 - 	 - 
Q#31 - >cfxA2_class_A	non-specific	395092	56	247	4.88748e-10	59.824	pfam00144	Beta-lactamase	C	cl21491
Q#31 - >cfxA2_class_A	non-specific	185339	79	310	8.63812e-08	52.548	PRK15442	PRK15442	N	cl21491
Q#32 - >cfxA3_class_A	non-specific	433139	65	287	6.34716e-18	80.3798	pfam13354	Beta-lactamase2	 - 	cl21491
Q#32 - >cfxA3_class_A	superfamily	451269	65	287	6.34716e-18	80.3798	cl21491	Transpeptidase superfamily	 - 	 - 
Q#32 - >cfxA3_class_A	non-specific	225242	44	289	4.7531e-11	62.8378	COG2367	PenP	 - 	cl28588
Q#32 - >cfxA3_class_A	superfamily	225242	44	289	4.7531e-11	62.8378	cl28588	PenP superfamily	 - 	 - 
