Query	Hit_type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
fig|470.7598.peg.737	specific	425851	9	193	4.4845100000000004e-32	115.158	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7608.peg.1226	specific	425851	9	193	6.12135e-32	114.773	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7630.peg.2194	specific	425851	9	193	5.86421e-32	114.773	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7647.peg.2217	specific	425851	9	193	5.86421e-32	114.773	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7660.peg.1359	specific	425851	9	193	1.08083e-31	114.003	pfam00753	Lactamase_B	 - 	cl23716
fig|470.8037.peg.2969	specific	425851	87	260	1.24087e-13	68.5493	pfam00753	Lactamase_B	 - 	cl23716
fig|562.50304.peg.4586|ELT31_11770	specific	425851	82	256	2.49036e-16	76.2533	pfam00753	Lactamase_B	 - 	cl23716
fig|562.50251.peg.5449|ELX71_10210	specific	425851	82	256	2.30073e-16	76.2533	pfam00753	Lactamase_B	 - 	cl23716
fig|562.42844.peg.2165	specific	425851	82	256	2.49036e-16	76.2533	pfam00753	Lactamase_B	 - 	cl23716
fig|562.42717.peg.1694	specific	425851	82	256	2.30073e-16	76.2533	pfam00753	Lactamase_B	 - 	cl23716
fig|550.2158.peg.4287	specific	425851	90	295	4.86994e-18	80.8757	pfam00753	Lactamase_B	 - 	cl23716
fig|550.2134.peg.1752	specific	425851	90	295	2.82691e-18	81.2609	pfam00753	Lactamase_B	 - 	cl23716
fig|550.1579.peg.1211|AM401_06095	specific	425851	90	295	4.5385800000000004e-18	80.8757	pfam00753	Lactamase_B	 - 	cl23716
fig|1812934.11.peg.1489|CSC02_1510	specific	425851	90	295	6.5861100000000005e-18	80.4905	pfam00753	Lactamase_B	 - 	cl23716
fig|470.9091.peg.1506|FJV20_07530	specific	425851	82	277	8.80444e-19	82.8017	pfam00753	Lactamase_B	 - 	cl23716
fig|470.9061.peg.2668|FJU81_13110	specific	425851	82	277	1.44528e-18	82.0313	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7948.peg.890	specific	425851	82	277	8.62587e-20	85.4981	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7534.peg.1838	specific	425851	82	277	1.04638e-19	85.1129	pfam00753	Lactamase_B	 - 	cl23716
fig|470.4701.peg.1636|AM435_09095	specific	425851	82	277	1.06787e-19	85.1129	pfam00753	Lactamase_B	 - 	cl23716
fig|550.2141.peg.4820	specific	425851	117	291	2.03073e-13	67.7789	pfam00753	Lactamase_B	 - 	cl23716
fig|287.1190.peg.5524	specific	425851	73	292	1.84154e-17	78.9497	pfam00753	Lactamase_B	 - 	cl23716
fig|470.8100.peg.1621	specific	425851	71	266	1.27926e-18	82.0313	pfam00753	Lactamase_B	 - 	cl23716
fig|470.8084.peg.5	specific	425851	71	266	1.27926e-18	82.0313	pfam00753	Lactamase_B	 - 	cl23716
fig|470.8064.peg.867	specific	425851	71	266	7.55327e-20	85.4981	pfam00753	Lactamase_B	 - 	cl23716
fig|470.8045.peg.1125	specific	425851	71	266	9.05826e-19	82.4165	pfam00753	Lactamase_B	 - 	cl23716
fig|470.8029.peg.1313	specific	425851	71	266	1.27926e-18	82.0313	pfam00753	Lactamase_B	 - 	cl23716
fig|470.8012.peg.363	specific	425851	71	266	7.55327e-20	85.4981	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7993.peg.33	specific	425851	71	266	9.07623e-20	85.1129	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7968.peg.341	specific	425851	71	266	9.07623e-20	85.1129	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7945.peg.2884	specific	425851	71	266	7.55327e-20	85.4981	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7926.peg.2535	specific	425851	71	266	7.55327e-20	85.4981	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7905.peg.2908	specific	425851	71	266	7.55327e-20	85.4981	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7885.peg.2735	specific	425851	71	266	9.05826e-19	82.4165	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7861.peg.341	specific	425851	71	266	9.07623e-20	85.1129	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7804.peg.341	specific	425851	71	266	9.07623e-20	85.1129	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7768.peg.33	specific	425851	71	266	9.07623e-20	85.1129	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7741.peg.2644	specific	425851	71	266	9.15072e-19	82.4165	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7716.peg.1908	specific	425851	71	266	9.05826e-19	82.4165	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7697.peg.1435	specific	425851	71	266	9.07623e-20	85.1129	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7678.peg.1371	specific	425851	71	266	9.07623e-20	85.1129	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7655.peg.1167	specific	425851	71	266	1.27926e-18	82.0313	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7623.peg.754	specific	425851	71	266	1.27926e-18	82.0313	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7603.peg.2436	specific	425851	71	266	7.55327e-20	85.4981	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7577.peg.3512	specific	425851	71	266	9.15072e-19	82.4165	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7554.peg.375	specific	425851	71	266	1.0128800000000002e-18	82.4165	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7535.peg.1105	specific	425851	71	266	7.55327e-20	85.4981	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7506.peg.2976	specific	425851	71	266	9.05826e-19	82.4165	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7488.peg.3417	specific	425851	71	266	9.05826e-19	82.4165	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7468.peg.2701	specific	425851	71	266	1.27926e-18	82.0313	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7444.peg.762	specific	425851	71	266	9.07623e-20	85.1129	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7418.peg.3714	specific	425851	71	266	7.55327e-20	85.4981	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7371.peg.1924	specific	425851	71	266	3.0831e-19	83.5721	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7351.peg.1839	specific	425851	71	266	3.0831e-19	83.5721	pfam00753	Lactamase_B	 - 	cl23716
fig|287.922.peg.1056	specific	425851	77	282	1.8917600000000001e-19	84.3425	pfam00753	Lactamase_B	 - 	cl23716
fig|287.988.peg.2669	specific	425851	20	221	1.0041299999999999e-25	100.906	pfam00753	Lactamase_B	 - 	cl23716
fig|287.932.peg.317	specific	425851	20	221	1.0041299999999999e-25	100.906	pfam00753	Lactamase_B	 - 	cl23716
fig|287.893.peg.1830	specific	425851	20	221	1.0041299999999999e-25	100.906	pfam00753	Lactamase_B	 - 	cl23716
fig|287.865.peg.1273	specific	425851	20	221	1.0041299999999999e-25	100.906	pfam00753	Lactamase_B	 - 	cl23716
fig|287.8033.peg.2539|DY962_12695	specific	425851	20	221	1.0041299999999999e-25	100.906	pfam00753	Lactamase_B	 - 	cl23716
fig|287.7820.peg.24|DY993_00120	specific	425851	20	221	1.0041299999999999e-25	100.906	pfam00753	Lactamase_B	 - 	cl23716
fig|287.7777.peg.1647|DY934_08135	specific	425851	20	221	1.0041299999999999e-25	100.906	pfam00753	Lactamase_B	 - 	cl23716
fig|287.5955.peg.3104|CSC33_3147	specific	425851	20	221	8.767e-26	101.291	pfam00753	Lactamase_B	 - 	cl23716
fig|287.5688.peg.3264|CSB85_3298	specific	425851	20	221	1.0041299999999999e-25	100.906	pfam00753	Lactamase_B	 - 	cl23716
fig|287.1482.peg.2474|CH80_12100	specific	425851	20	221	1.0041299999999999e-25	100.906	pfam00753	Lactamase_B	 - 	cl23716
fig|287.1212.peg.3138	specific	425851	20	221	1.0041299999999999e-25	100.906	pfam00753	Lactamase_B	 - 	cl23716
fig|287.1185.peg.5202	specific	425851	20	221	1.0041299999999999e-25	100.906	pfam00753	Lactamase_B	 - 	cl23716
fig|287.1114.peg.138	specific	425851	20	221	1.0041299999999999e-25	100.906	pfam00753	Lactamase_B	 - 	cl23716
fig|287.1072.peg.777	specific	425851	20	221	8.859010000000001e-26	101.291	pfam00753	Lactamase_B	 - 	cl23716
fig|287.1021.peg.631	specific	425851	20	221	1.0041299999999999e-25	100.906	pfam00753	Lactamase_B	 - 	cl23716
fig|470.8011.peg.2575	specific	425851	62	290	1.86256e-16	75.8681	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7531.peg.2593	specific	425851	62	290	1.86256e-16	75.8681	pfam00753	Lactamase_B	 - 	cl23716
fig|287.979.peg.2714	specific	425851	43	229	1.70835e-13	67.7789	pfam00753	Lactamase_B	 - 	cl23716
fig|287.927.peg.1660	specific	425851	43	229	1.70835e-13	67.7789	pfam00753	Lactamase_B	 - 	cl23716
fig|287.887.peg.3168	specific	425851	43	229	1.70835e-13	67.7789	pfam00753	Lactamase_B	 - 	cl23716
fig|287.8546.peg.4994	specific	425851	43	229	1.70835e-13	67.7789	pfam00753	Lactamase_B	 - 	cl23716
fig|287.7855.peg.3429|DZA10_17085	specific	425851	43	229	1.70835e-13	67.7789	pfam00753	Lactamase_B	 - 	cl23716
fig|287.7804.peg.1342|DY955_06560	specific	425851	43	229	1.83099e-13	67.7789	pfam00753	Lactamase_B	 - 	cl23716
fig|287.6329.peg.4797|CSC36_4819	specific	425851	43	229	1.70835e-13	67.7789	pfam00753	Lactamase_B	 - 	cl23716
fig|287.5748.peg.145|CSC26_0143	specific	425851	43	229	1.70835e-13	67.7789	pfam00753	Lactamase_B	 - 	cl23716
fig|287.2978.peg.71	specific	425851	43	229	1.70835e-13	67.7789	pfam00753	Lactamase_B	 - 	cl23716
fig|287.1243.peg.4796	specific	425851	43	229	1.70835e-13	67.7789	pfam00753	Lactamase_B	 - 	cl23716
fig|287.1198.peg.2702	specific	425851	43	229	1.65833e-13	67.7789	pfam00753	Lactamase_B	 - 	cl23716
fig|287.1179.peg.4238	specific	425851	43	229	1.70835e-13	67.7789	pfam00753	Lactamase_B	 - 	cl23716
fig|287.1110.peg.5076	specific	425851	43	229	1.65833e-13	67.7789	pfam00753	Lactamase_B	 - 	cl23716
fig|287.1052.peg.4752	specific	425851	43	229	1.70835e-13	67.7789	pfam00753	Lactamase_B	 - 	cl23716
fig|287.1015.peg.2128	specific	425851	43	229	1.70835e-13	67.7789	pfam00753	Lactamase_B	 - 	cl23716
fig|573.14363.peg.3038	specific	425851	51	260	4.89505e-19	82.8017	pfam00753	Lactamase_B	 - 	cl23716
fig|573.13301.peg.1996	specific	425851	51	260	4.89505e-19	82.8017	pfam00753	Lactamase_B	 - 	cl23716
fig|287.1091.peg.5356	specific	425851	42	228	1.68952e-13	67.7789	pfam00753	Lactamase_B	 - 	cl23716
fig|550.2149.peg.3180	specific	425851	57	264	2.61291e-20	86.2685	pfam00753	Lactamase_B	 - 	cl23716
fig|550.1647.peg.270|CSB66_0112	specific	425851	57	264	2.61291e-20	86.2685	pfam00753	Lactamase_B	 - 	cl23716
fig|470.8056.peg.1156	specific	425851	17	195	1.61558e-15	73.1717	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7819.peg.2279	specific	425851	17	195	1.61558e-15	73.1717	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7419.peg.2103	specific	425851	52	280	5.07792e-16	74.7125	pfam00753	Lactamase_B	 - 	cl23716
fig|573.7362.peg.3791|AM428_19485	specific	425851	45	254	3.07053e-19	83.1869	pfam00753	Lactamase_B	 - 	cl23716
fig|573.32339.peg.3323|E4W56_14340	specific	425851	45	254	4.34976e-19	82.8017	pfam00753	Lactamase_B	 - 	cl23716
fig|573.27956.peg.1547|F3Y20_06690	specific	425851	45	254	1.4394e-18	81.6461	pfam00753	Lactamase_B	 - 	cl23716
fig|573.24324.peg.2112	specific	425851	45	254	3.07053e-19	83.1869	pfam00753	Lactamase_B	 - 	cl23716
fig|573.24256.peg.3608	specific	425851	45	254	4.34976e-19	82.8017	pfam00753	Lactamase_B	 - 	cl23716
fig|573.18093.peg.670|AM400_06005	specific	425851	45	254	4.34976e-19	82.8017	pfam00753	Lactamase_B	 - 	cl23716
fig|573.14541.peg.2350	specific	425851	45	254	1.4394e-18	81.6461	pfam00753	Lactamase_B	 - 	cl23716
fig|573.14519.peg.2575	specific	425851	45	254	1.4394e-18	81.6461	pfam00753	Lactamase_B	 - 	cl23716
fig|573.14494.peg.2198	specific	425851	45	254	1.4394e-18	81.6461	pfam00753	Lactamase_B	 - 	cl23716
fig|573.14469.peg.3429	specific	425851	45	254	1.31091e-19	84.3425	pfam00753	Lactamase_B	 - 	cl23716
fig|573.14443.peg.1094	specific	425851	45	254	1.76518e-19	83.9573	pfam00753	Lactamase_B	 - 	cl23716
fig|573.14411.peg.801	specific	425851	45	254	1.31091e-19	84.3425	pfam00753	Lactamase_B	 - 	cl23716
fig|573.14372.peg.2253	specific	425851	45	254	1.31091e-19	84.3425	pfam00753	Lactamase_B	 - 	cl23716
fig|573.14333.peg.2856	specific	425851	45	254	1.4394e-18	81.6461	pfam00753	Lactamase_B	 - 	cl23716
fig|573.14303.peg.1999	specific	425851	45	254	1.4394e-18	81.6461	pfam00753	Lactamase_B	 - 	cl23716
fig|573.14273.peg.4483	specific	425851	45	254	1.4394e-18	81.6461	pfam00753	Lactamase_B	 - 	cl23716
fig|573.14232.peg.2731	specific	425851	45	254	1.4394e-18	81.6461	pfam00753	Lactamase_B	 - 	cl23716
fig|573.14203.peg.2927	specific	425851	45	254	1.31091e-19	84.3425	pfam00753	Lactamase_B	 - 	cl23716
fig|573.14169.peg.3394	specific	425851	45	254	1.4394e-18	81.6461	pfam00753	Lactamase_B	 - 	cl23716
fig|573.14134.peg.3836	specific	425851	45	254	1.4394e-18	81.6461	pfam00753	Lactamase_B	 - 	cl23716
fig|573.14107.peg.3107	specific	425851	45	254	1.4394e-18	81.6461	pfam00753	Lactamase_B	 - 	cl23716
fig|573.14077.peg.2968	specific	425851	45	254	1.4394e-18	81.6461	pfam00753	Lactamase_B	 - 	cl23716
fig|573.14042.peg.2248	specific	425851	45	254	1.4394e-18	81.6461	pfam00753	Lactamase_B	 - 	cl23716
fig|573.14010.peg.2908	specific	425851	45	254	1.4394e-18	81.6461	pfam00753	Lactamase_B	 - 	cl23716
fig|573.13971.peg.2001	specific	425851	45	254	1.4394e-18	81.6461	pfam00753	Lactamase_B	 - 	cl23716
fig|573.13938.peg.2271	specific	425851	45	254	1.4394e-18	81.6461	pfam00753	Lactamase_B	 - 	cl23716
fig|573.13901.peg.3275	specific	425851	45	254	1.4394e-18	81.6461	pfam00753	Lactamase_B	 - 	cl23716
fig|573.13865.peg.2268	specific	425851	45	254	1.4394e-18	81.6461	pfam00753	Lactamase_B	 - 	cl23716
fig|573.13832.peg.2450	specific	425851	45	254	1.4394e-18	81.6461	pfam00753	Lactamase_B	 - 	cl23716
fig|573.13801.peg.3134	specific	425851	45	254	1.31091e-19	84.3425	pfam00753	Lactamase_B	 - 	cl23716
fig|573.13760.peg.1308	specific	425851	45	254	1.4394e-18	81.6461	pfam00753	Lactamase_B	 - 	cl23716
fig|573.13717.peg.3863	specific	425851	45	254	4.34976e-19	82.8017	pfam00753	Lactamase_B	 - 	cl23716
fig|573.13687.peg.2504	specific	425851	45	254	1.4394e-18	81.6461	pfam00753	Lactamase_B	 - 	cl23716
fig|573.13650.peg.2580	specific	425851	45	254	1.4394e-18	81.6461	pfam00753	Lactamase_B	 - 	cl23716
fig|573.13626.peg.2356	specific	425851	45	254	1.4394e-18	81.6461	pfam00753	Lactamase_B	 - 	cl23716
fig|573.13589.peg.2109	specific	425851	45	254	1.31091e-19	84.3425	pfam00753	Lactamase_B	 - 	cl23716
fig|573.13560.peg.4564	specific	425851	45	254	1.4394e-18	81.6461	pfam00753	Lactamase_B	 - 	cl23716
fig|573.13526.peg.1953	specific	425851	45	254	1.4394e-18	81.6461	pfam00753	Lactamase_B	 - 	cl23716
fig|573.13495.peg.1335	specific	425851	45	254	1.4394e-18	81.6461	pfam00753	Lactamase_B	 - 	cl23716
fig|573.13469.peg.1753	specific	425851	45	254	1.4394e-18	81.6461	pfam00753	Lactamase_B	 - 	cl23716
fig|573.13321.peg.1359	specific	425851	45	254	1.31091e-19	84.3425	pfam00753	Lactamase_B	 - 	cl23716
fig|573.13285.peg.2004	specific	425851	45	254	1.4394e-18	81.6461	pfam00753	Lactamase_B	 - 	cl23716
fig|573.13239.peg.3153	specific	425851	45	254	1.4394e-18	81.6461	pfam00753	Lactamase_B	 - 	cl23716
fig|573.13174.peg.1965	specific	425851	45	254	1.4394e-18	81.6461	pfam00753	Lactamase_B	 - 	cl23716
fig|573.13137.peg.3183	specific	425851	45	254	1.31091e-19	84.3425	pfam00753	Lactamase_B	 - 	cl23716
fig|573.13107.peg.3046	specific	425851	45	254	1.4394e-18	81.6461	pfam00753	Lactamase_B	 - 	cl23716
fig|573.13062.peg.2460	specific	425851	45	254	1.4394e-18	81.6461	pfam00753	Lactamase_B	 - 	cl23716
fig|573.12780.peg.3060|AM392_15405	specific	425851	45	254	6.22388e-19	82.4165	pfam00753	Lactamase_B	 - 	cl23716
fig|470.9103.peg.785|FJU85_03875	specific	425851	16	194	1.23539e-15	73.5569	pfam00753	Lactamase_B	 - 	cl23716
fig|470.9069.peg.836|FJU73_04155	specific	425851	16	194	2.52252e-15	72.7865	pfam00753	Lactamase_B	 - 	cl23716
fig|470.8107.peg.468	specific	425851	16	194	6.41326e-15	71.6309	pfam00753	Lactamase_B	 - 	cl23716
fig|470.8089.peg.63	specific	425851	16	194	2.62594e-15	72.7865	pfam00753	Lactamase_B	 - 	cl23716
fig|470.8070.peg.2484	specific	425851	16	194	1.23539e-15	73.5569	pfam00753	Lactamase_B	 - 	cl23716
fig|470.8044.peg.63	specific	425851	16	194	2.62594e-15	72.7865	pfam00753	Lactamase_B	 - 	cl23716
fig|470.8027.peg.630	specific	425851	16	194	5.0419e-15	72.0161	pfam00753	Lactamase_B	 - 	cl23716
fig|470.8002.peg.2508	specific	425851	16	194	1.23539e-15	73.5569	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7982.peg.1771	specific	425851	16	194	6.41326e-15	71.6309	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7926.peg.1367	specific	425851	16	194	6.41326e-15	71.6309	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7916.peg.114	specific	425851	16	194	6.41326e-15	71.6309	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7893.peg.63	specific	425851	16	194	2.62594e-15	72.7865	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7883.peg.1481	specific	425851	16	194	6.41326e-15	71.6309	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7858.peg.1343	specific	425851	16	194	1.57872e-14	70.4753	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7777.peg.314	specific	425851	16	194	5.0419e-15	72.0161	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7758.peg.2211	specific	425851	16	194	1.23539e-15	73.5569	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7716.peg.398	specific	425851	16	194	5.0419e-15	72.0161	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7697.peg.2030	specific	425851	16	194	1.23539e-15	73.5569	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7665.peg.3526	specific	425851	16	194	6.41326e-15	71.6309	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7645.peg.358	specific	425851	16	194	2.62594e-15	72.7865	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7617.peg.3484	specific	425851	16	194	2.62594e-15	72.7865	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7587.peg.2682	specific	425851	16	194	1.23539e-15	73.5569	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7564.peg.907	specific	425851	16	194	6.41326e-15	71.6309	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7545.peg.723	specific	425851	16	194	6.47786e-15	71.6309	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7527.peg.1320	specific	425851	16	194	6.41326e-15	71.6309	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7502.peg.64	specific	425851	16	194	2.62594e-15	72.7865	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7486.peg.63	specific	425851	16	194	2.62594e-15	72.7865	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7465.peg.64	specific	425851	16	194	2.62594e-15	72.7865	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7442.peg.967	specific	425851	16	194	6.41326e-15	71.6309	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7418.peg.1931	specific	425851	16	194	6.41326e-15	71.6309	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7372.peg.1370	specific	425851	16	194	1.23539e-15	73.5569	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7352.peg.1394	specific	425851	16	194	1.23539e-15	73.5569	pfam00753	Lactamase_B	 - 	cl23716
fig|470.7341.peg.1237	specific	425851	16	194	1.23539e-15	73.5569	pfam00753	Lactamase_B	 - 	cl23716
fig|470.4748.peg.2192|AM467_10990	specific	425851	16	194	1.23539e-15	73.5569	pfam00753	Lactamase_B	 - 	cl23716
fig|470.2844.peg.1791	specific	425851	16	194	5.0419e-15	72.0161	pfam00753	Lactamase_B	 - 	cl23716
fig|470.13390.peg.1584|G3R50_07925	specific	425851	16	194	2.23602e-15	72.7865	pfam00753	Lactamase_B	 - 	cl23716
fig|287.989.peg.5612	specific	425851	39	257	6.3528e-23	93.2021	pfam00753	Lactamase_B	 - 	cl23716
fig|287.974.peg.343	specific	425851	15	205	1.30636e-13	67.7789	pfam00753	Lactamase_B	 - 	cl23716
fig|287.934.peg.4289	specific	425851	39	257	2.03151e-22	92.0465	pfam00753	Lactamase_B	 - 	cl23716
fig|287.921.peg.189	specific	425851	39	257	2.03151e-22	92.0465	pfam00753	Lactamase_B	 - 	cl23716
fig|287.896.peg.4667	specific	425851	39	257	6.3528e-23	93.2021	pfam00753	Lactamase_B	 - 	cl23716
fig|287.887.peg.4438	specific	425851	39	257	6.83192e-23	93.2021	pfam00753	Lactamase_B	 - 	cl23716
fig|287.872.peg.3703	specific	425851	39	257	2.03151e-22	92.0465	pfam00753	Lactamase_B	 - 	cl23716
fig|287.8549.peg.435	specific	425851	15	205	1.48649e-13	67.7789	pfam00753	Lactamase_B	 - 	cl23716
fig|287.850.peg.5022	specific	425851	39	257	6.3528e-23	93.2021	pfam00753	Lactamase_B	 - 	cl23716
fig|287.7858.peg.1152|DZA21_05675	specific	425851	15	205	2.37033e-13	67.3937	pfam00753	Lactamase_B	 - 	cl23716
fig|287.7834.peg.5614|DY960_27980	specific	425851	41	257	7.34712e-23	93.2021	pfam00753	Lactamase_B	 - 	cl23716
fig|287.7814.peg.3354|DY981_16530	specific	425851	15	205	1.48649e-13	67.7789	pfam00753	Lactamase_B	 - 	cl23716
fig|287.7789.peg.2149|DY963_10650	specific	425851	39	257	6.3528e-23	93.2021	pfam00753	Lactamase_B	 - 	cl23716
fig|287.6492.peg.3998|AM490_20615	specific	425851	39	257	2.03151e-22	92.0465	pfam00753	Lactamase_B	 - 	cl23716
fig|287.5972.peg.3676|CSC41_3729	specific	425851	15	191	2.91921e-13	67.0085	pfam00753	Lactamase_B	 - 	cl23716
fig|287.5751.peg.796|CSC28_0814	specific	425851	39	257	2.27697e-22	91.6613	pfam00753	Lactamase_B	 - 	cl23716
fig|287.5702.peg.6111|CSB96_6175	specific	425851	15	205	1.48649e-13	67.7789	pfam00753	Lactamase_B	 - 	cl23716
fig|287.5685.peg.952|CSB97_0971	specific	425851	15	205	1.09233e-13	68.1641	pfam00753	Lactamase_B	 - 	cl23716
